SRR1170742,SRR1170744,SRR1170762,SRR1174772,SRR1174773,SRR1174777,SRR1179197,SRR1179198,SRR1179199,SRR1171629,SRR1171630,SRR1171631
LOC_Os08g11700.MSUR7,0,0,0,0,0,0,8,2,0,0,0,0
LOC_Os08g11720.MSUR7,0,0,0,440,458,5,9,5,0,680,1362,976
LOC_Os08g11760.MSUR7,0,0,5,0,10,0,0,4,0,1,3,504
LOC_Os08g12059.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os08g12160.MSUR7,0,0,3796,0,100,354,2,64,1,0,0,33403
LOC_Os08g12230.MSUR7,0,0,830,0,6,32,6,42,0,0,0,2803
LOC_Os08g12240.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os08g12250.MSUR7,0,0,31,4,32,0,0,0,0,0,0,17
LOC_Os08g12320.MSUR7,0,0,2,0,0,0,0,0,0,0,0,0
LOC_Os08g12410.MSUR7,0,0,18500,0,20461,118,0,536,0,0,5,8932
LOC_Os08g12420.MSUR7,0,0,177,0,2,0,0,0,0,0,0,0
LOC_Os08g12430.MSUR7,1006,564,5022,10469,11159,185,7217,8629,772,5330,6345,10007
LOC_Os08g12449.MSUR7,8,0,2,24,2,2,0,0,2,22,0,16
LOC_Os08g12510.MSUR7,0,0,2,3,15,0,4,5,2,2,0,0
LOC_Os08g12520.MSUR7,0,0,22338,0,0,0,0,936,0,0,0,179
LOC_Os08g12600.MSUR7,0,0,19450,3,4,621,9,16,0,5,0,15676
LOC_Os08g12630.MSUR7,0,0,0,0,0,0,0,2,0,0,4,0
LOC_Os08g12670.MSUR7,0,0,0,0,0,0,0,0,0,0,0,2
LOC_Os08g12680.MSUR7,1473,798,7512,9761,7723,169,8365,9075,1095,6534,6671,13980
LOC_Os08g12740.MSUR7,116,136,1161,1015,3834,70,373,18819,103,737,1458,17237
LOC_Os08g12750.MSUR7,2515,1174,14218,17731,18647,256,15990,25518,3578,10095,16385,19155
LOC_Os08g12760.MSUR7,6662,3061,27282,37324,30336,392,19088,20294,3549,23868,30332,41186
LOC_Os08g12780.MSUR7,730,184,2520,4222,3733,18,6750,5604,265,7053,185,5143
LOC_Os08g12800.MSUR7,217,22,459,884,414,7,422,274,6,503,149,401
LOC_Os08g12810.MSUR7,0,0,1,0,0,0,2,12,0,1,0,0
LOC_Os08g12820.MSUR7,1030,1172,8302,10598,10330,497,9451,18182,2614,4640,11354,12851
LOC_Os08g12830.MSUR7,2180,508,6825,9676,8340,180,1090,6880,448,7932,7503,23949
LOC_Os08g12840.MSUR7,297,425,7977,4814,17200,210,4065,16541,450,1772,3469,12182
LOC_Os08g12850.MSUR7,1030,563,6567,7927,11050,179,4548,3759,712,3353,11111,7373
LOC_Os08g12890.MSUR7,76,0,979,1,171,16,12,665,12,0,0,2047
LOC_Os08g12930.MSUR7,0,0,0,0,0,0,4,14,0,0,0,0
LOC_Os08g12960.MSUR7,0,1,211,7,71,0,98,251,21,2,16,19
LOC_Os08g12970.MSUR7,1,0,72,0,0,3,0,1,0,0,0,156
LOC_Os08g13000.MSUR7,0,0,76,38,233,5,2,10,0,0,0,205
LOC_Os08g13010.MSUR7,0,0,2,6,33,0,3,7,0,81,14,35
LOC_Os08g13014.MSUR7,0,0,1,2747,2203,65,4,8,0,591,662,2434
LOC_Os08g13020.MSUR7,0,0,0,0,2,0,3,10,0,0,0,45
LOC_Os08g13030.MSUR7,0,0,231,9,158,2,100,244,10,41,233,453
LOC_Os08g13040.MSUR7,2,0,444,0,62,2,0,0,0,125,424,856
LOC_Os08g13050.MSUR7,4,0,102,0,24,2,0,0,0,22,241,226
LOC_Os08g13060.MSUR7,187,86,1124,0,0,6,656,835,53,827,1343,2400
LOC_Os08g13070.MSUR7,333,110,1991,0,0,10,1152,1870,111,1219,2112,3438
LOC_Os08g13090.MSUR7,0,0,0,0,0,0,0,2,0,0,0,0
LOC_Os08g13100.MSUR7,0,0,0,0,0,0,0,0,0,0,0,6
LOC_Os08g13110.MSUR7,0,0,5,0,2,0,0,0,0,0,0,315
LOC_Os08g13130.MSUR7,0,0,500,0,0,0,0,2,0,0,0,0
LOC_Os08g13140.MSUR7,0,0,0,0,0,0,0,0,0,0,0,23
LOC_Os08g13160.MSUR7,0,0,3,0,0,0,0,3,0,0,0,2
LOC_Os08g13180.MSUR7,0,0,0,0,2,0,0,2,0,0,0,14
LOC_Os08g13219.MSUR7,0,0,3,1,0,0,213,228,19,36,18,34
LOC_Os08g13230.MSUR7,7,0,12,0,0,0,0,0,0,120,0,42
LOC_Os08g13250.MSUR7,19,0,10,541,27,0,0,141,0,14,3,256
LOC_Os08g13270.MSUR7,0,22,8,4,36,0,0,0,0,16,142,20
LOC_Os08g13280.MSUR7,36,80,392,0,2,2,0,0,0,0,0,0
LOC_Os08g13310.MSUR7,0,0,4,1,3,0,1,0,0,0,0,783
LOC_Os08g13320.MSUR7,4686,1082,20739,22531,13688,210,18963,18830,2012,17931,14340,24218
LOC_Os08g13350.MSUR7,368,403,9375,3917,15869,253,1047,13785,871,762,2501,28658
LOC_Os08g13360.MSUR7,1202,1290,3257,5958,4689,65,8556,5179,960,5459,14156,4821
LOC_Os08g13380.MSUR7,0,0,0,447,0,2,18,4,2,0,2,4
LOC_Os08g13390.MSUR7,950,302,3688,5134,5278,74,6417,6437,782,4062,3410,5874
LOC_Os08g13400.MSUR7,0,22,97,2,114,6,26,52,27,2,469,89
LOC_Os08g13420.MSUR7,35,21,85,8957,97,1,821,109,68,828,2162,257
LOC_Os08g13430.MSUR7,0,2,6,339,16,0,4,2,0,8,0,26
LOC_Os08g13440.MSUR7,0,22,3,2,0,0,37,4,108,0,6,5
LOC_Os08g13450.MSUR7,0,0,0,0,0,0,2,0,0,2,2,0
LOC_Os08g13460.MSUR7,0,0,2,194,2543,3,183,340,26,653,515,1720
LOC_Os08g13469.MSUR7,0,0,2,2,4,0,76,404,10,2224,3116,4463
LOC_Os08g13480.MSUR7,0,0,0,0,0,0,0,4,0,3,1,0
LOC_Os08g13490.MSUR7,7,4,32,42,21,0,214,104,13,1,0,0
LOC_Os08g13530.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os08g13570.MSUR7,0,0,0,0,0,0,0,0,0,3865,62,94
LOC_Os08g13630.MSUR7,0,0,0,0,2,0,4,8,0,4157,2675,7968
LOC_Os08g13640.MSUR7,61,43,343,789,404,10,2374,1979,24,1305,1086,1627
LOC_Os08g13650.MSUR7,0,0,1,0,0,0,583,135,7,0,6,119
LOC_Os08g13670.MSUR7,0,0,4,0,1,0,0,0,0,0,0,5
LOC_Os08g13680.MSUR7,0,0,95,0,0,1,0,12,1,0,1,0
LOC_Os08g13690.MSUR7,6436,3256,64181,51107,84775,1271,41298,50315,4690,37130,86475,103454
LOC_Os08g13699.MSUR7,155,43,1875,2118,3784,42,1959,775,36,2340,4409,7992
LOC_Os08g13710.MSUR7,1,2,32,109,108,1,44,63,6,5,6,8
LOC_Os08g13730.MSUR7,0,1,0,0,0,2,0,0,0,0,0,0
LOC_Os08g13740.MSUR7,0,10,8,734,69,0,0,332,0,0,0,100
LOC_Os08g13780.MSUR7,0,0,0,1,0,0,10,71,2,108,853,364
LOC_Os08g13790.MSUR7,0,0,0,0,0,0,0,0,0,0,1,0
LOC_Os08g13795.MSUR7,0,0,8,0,0,0,0,0,0,79,10,117
LOC_Os08g13800.MSUR7,0,12,19,5,9,0,0,2,0,147,190,320
LOC_Os08g13840.MSUR7,40,372,298,609,1000,118,296,724,562,224,1882,530
LOC_Os08g13850.MSUR7,0,2,0,2,2,0,2,0,0,0,2,0
LOC_Os08g13870.MSUR7,276,210,1145,1299,1114,14,397,157,48,1376,1185,2762
LOC_Os08g13880.MSUR7,0,11,16,257,122,4,30,83,4,13,50,34
LOC_Os08g13890.MSUR7,438,130,2165,3155,2872,20,767,270,47,1672,2982,4354
LOC_Os08g13900.MSUR7,0,0,1,6,31,1,103,361,76,2,5,17
LOC_Os08g13905.MSUR7,3,2,59,917,1565,11,805,1435,153,817,787,2466
LOC_Os08g13910.MSUR7,46,44,527,768,699,4,6,55,2,358,766,846
LOC_Os08g13920.MSUR7,224,2543,7884,1882,8546,386,2113,1576,1040,829,8295,17899
LOC_Os08g13930.MSUR7,2968,1008,14668,1661,1402,181,132,4360,452,10336,659,2885
LOC_Os08g13940.MSUR7,0,0,0,0,0,0,0,0,0,0,0,1
LOC_Os08g13980.MSUR7,0,10,512,0,68,90,6,101,0,0,2,418
LOC_Os08g13990.MSUR7,488,118,1515,205,157,13,1469,1378,118,3226,2586,4415
LOC_Os08g14050.MSUR7,0,0,2,20,24,0,0,0,0,0,8,26
LOC_Os08g14070.MSUR7,182,117,1672,1666,2437,19,2162,2868,175,265,640,1507
LOC_Os08g14130.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os08g14150.MSUR7,0,0,0,0,0,0,0,0,0,0,0,2
LOC_Os08g14180.MSUR7,2,0,896,18,5855,11,70,107,2,0,0,2652
LOC_Os08g14190.MSUR7,1,0,1,144,59,0,26,54,0,1575,2,20
LOC_Os08g14195.MSUR7,1802,527,4540,20949,16280,148,4,19,0,15333,14361,8974
LOC_Os08g14200.MSUR7,22,36,309,204,412,392,30,32,14,406,418,510
LOC_Os08g14210.MSUR7,0,2,15,7,2,0,0,12,5,0,8,20
LOC_Os08g14220.MSUR7,173,199,1602,1625,1373,33,4369,7757,729,457,1521,3667
LOC_Os08g14230.MSUR7,149,360,1755,1026,1411,83,376,1525,499,866,2266,1815
LOC_Os08g14300.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os08g14310.MSUR7,0,17,669,115,924,9,185,883,37,71,706,594
LOC_Os08g14320.MSUR7,30,190,960,138,686,19,547,1732,242,112,1353,4426
LOC_Os08g14330.MSUR7,1082,574,16766,1569,19113,159,5916,19823,1363,8251,5733,32536
LOC_Os08g14350.MSUR7,0,0,0,23,4,6,0,0,0,0,0,0
LOC_Os08g14360.MSUR7,12,10,190,840,446,2,877,1084,2,224,39,1379
LOC_Os08g14364.MSUR7,3,6,110,203,203,0,423,317,0,54,43,587
LOC_Os08g14390.MSUR7,0,0,29,4,2476,0,2,2,2,1700,2142,4252
LOC_Os08g14400.MSUR7,0,0,0,0,0,0,0,2,4,0,8,4
LOC_Os08g14410.MSUR7,0,0,0,0,4,0,0,0,0,0,0,0
LOC_Os08g14420.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os08g14430.MSUR7,0,0,0,0,0,0,0,0,0,1,0,2
LOC_Os08g14440.MSUR7,46765,695,54222,115419,54385,569,217252,61807,764,145398,4641,42616
LOC_Os08g14450.MSUR7,14447,518,11202,34518,12891,134,36571,11382,247,52870,2754,15986
LOC_Os08g14460.MSUR7,11558,659,13546,29790,15255,226,29355,18168,869,37340,6910,24580
LOC_Os08g14490.MSUR7,454,446,3736,3121,3866,107,1090,3448,244,2201,2310,8236
LOC_Os08g14500.MSUR7,0,0,1,0,0,0,0,0,0,0,0,2
LOC_Os08g14570.MSUR7,7092,2225,19855,50420,20910,513,8515,26615,11083,28009,9526,29869
LOC_Os08g14580.MSUR7,1441,399,8052,11627,8767,190,3678,9597,799,8760,11307,17395
LOC_Os08g14590.MSUR7,0,1,0,0,0,0,0,0,0,0,0,0
LOC_Os08g14600.MSUR7,46,97,65,355,59,6,83,84,21,368,629,262
LOC_Os08g14620.MSUR7,990,910,7277,9092,15547,244,4548,9407,1398,3170,7951,13604
LOC_Os08g14630.MSUR7,0,0,11,7,39,0,0,0,0,0,0,1
LOC_Os08g14640.MSUR7,1368,822,13464,6128,14453,218,3262,16270,816,1151,3404,7761
LOC_Os08g14650.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os08g14660.MSUR7,488,193,2121,1311,2884,24,1315,1089,142,981,2994,2211
LOC_Os08g14700.MSUR7,109,510,303,1163,1521,0,561,159,141,54,442,4
LOC_Os08g14710.MSUR7,0,0,3,0,0,0,0,0,0,0,0,0
LOC_Os08g14720.MSUR7,6,55,27,77,112,0,4,0,6,12,48,8
LOC_Os08g14760.MSUR7,98,1328,688,3018,4448,142,451,1224,550,201,6698,5440
LOC_Os08g14770.MSUR7,1066,449,3971,2880,2044,50,2430,2414,231,1946,2178,4631
LOC_Os08g14780.MSUR7,0,0,0,3,0,0,0,0,0,0,0,0
LOC_Os08g14790.MSUR7,0,0,0,0,2,0,0,2,0,0,0,1
LOC_Os08g14800.MSUR7,0,0,0,0,0,0,0,0,0,91,1549,64
LOC_Os08g14810.MSUR7,0,0,0,0,0,0,0,0,0,98,3007,144
LOC_Os08g14820.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os08g14830.MSUR7,0,0,0,0,0,0,0,0,0,11,2400,12
LOC_Os08g14840.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os08g14850.MSUR7,0,0,0,0,0,0,0,0,0,10,44,14
LOC_Os08g14860.MSUR7,0,0,0,10,16,0,22,57,0,6,22,5
LOC_Os08g14870.MSUR7,0,0,0,7,11,0,0,0,0,0,0,0
LOC_Os08g14890.MSUR7,0,0,3,9,5,0,14,2,0,444,760,993
LOC_Os08g14900.MSUR7,0,0,0,0,0,0,135,39,0,2,0,2
LOC_Os08g14910.MSUR7,0,0,2,0,3,0,0,0,0,28,0,2
LOC_Os08g14920.MSUR7,0,0,0,0,0,0,0,0,0,26,0,0
LOC_Os08g14940.MSUR7,4521,5,67,10578,6,3,4359,45,0,4765,8,200
LOC_Os08g14950.MSUR7,291,261,66,5042,144,0,991,119,0,862,3469,2737
LOC_Os08g14960.MSUR7,0,0,0,2,1,0,3,2,0,8,6,5
LOC_Os08g14970.MSUR7,0,0,0,0,2,0,0,0,0,0,4,0
LOC_Os08g14980.MSUR7,0,0,0,0,0,0,0,0,0,0,0,2
LOC_Os08g14990.MSUR7,965,30,53,988,68,7,4024,58,0,555,501,551
LOC_Os08g15000.MSUR7,10,23,55,51,72,7,44,75,4,14,45,35
LOC_Os08g15020.MSUR7,0,26,307,87,290,24,8,979,56,12,238,1312
LOC_Os08g15030.MSUR7,1088,178,7019,3379,5521,48,9793,4482,134,1819,977,8329
LOC_Os08g15040.MSUR7,1943,882,18158,17433,26674,365,7183,23354,1525,10040,13027,52711
LOC_Os08g15050.MSUR7,7086,493,39991,22707,23053,250,8085,5439,2685,15534,4869,6370
LOC_Os08g15060.MSUR7,58,40,3022,592,2233,44,1307,3155,148,194,526,13166
LOC_Os08g15070.MSUR7,76,3,764,300,458,4,838,25,2,301,17,566
LOC_Os08g15080.MSUR7,1993,857,10997,17334,17182,177,16102,21239,1998,9077,12666,22351
LOC_Os08g15090.MSUR7,66,554,3229,540,831,95,955,2111,181,1677,5632,6397
LOC_Os08g15149.MSUR7,1999,0,37,1500,13,2,17230,1675,18,12093,649,187
LOC_Os08g15170.MSUR7,855,473,12987,10554,15914,418,7159,10750,847,3796,10130,25447
LOC_Os08g15180.MSUR7,0,0,10,2,54,0,62,226,1,6,1,168
LOC_Os08g15190.MSUR7,0,3,1,144,8,0,0,0,0,33,16,33
LOC_Os08g15204.MSUR7,2219,689,9173,16112,16641,200,5318,10534,941,11043,11241,33352
LOC_Os08g15230.MSUR7,7757,2145,11181,53585,18153,208,77246,8327,1847,24815,9415,7252
LOC_Os08g15236.MSUR7,9,0,19,10,12,1,8,6,2,74,2,17
LOC_Os08g15246.MSUR7,22,0,17,85,29,2,27,16,0,47,1,52
LOC_Os08g15248.MSUR7,8,0,25,18,9,24,31,9,3,61,1,7
LOC_Os08g15252.MSUR7,0,0,0,1,1,0,0,0,0,6,2,3
LOC_Os08g15258.MSUR7,4,0,74,74,86,3,21,30,2,28,6,142
LOC_Os08g15264.MSUR7,5,0,5,36,12,0,10,2,0,7,0,17
LOC_Os08g15266.MSUR7,355,110,1168,42,2600,2,297,385,72,20,4,58
LOC_Os08g15268.MSUR7,1071,300,3785,1019,8298,11,1058,1304,230,372,54,753
LOC_Os08g15270.MSUR7,369,115,1148,2162,763,21,384,251,45,1287,150,640
LOC_Os08g15272.MSUR7,58,34,413,1251,752,11,27,178,54,482,57,1012
LOC_Os08g15276.MSUR7,0,0,0,1,0,0,4,0,9,1,2,2
LOC_Os08g15278.MSUR7,4,7,91,506,242,4,14,32,13,88,19,244
LOC_Os08g15280.MSUR7,3,0,16,20,6,0,14,41,0,27,0,18
LOC_Os08g15288.MSUR7,0,0,4,3,3,0,0,0,0,5,2,10
LOC_Os08g15292.MSUR7,11,0,8,18,2,0,2,6,1,42,1,8
LOC_Os08g15296.MSUR7,370,10,249,85,75,0,212,151,15,4146,34,4531
LOC_Os08g15306.MSUR7,647,151,2063,4054,2749,65,616,2031,309,5038,431,4696
LOC_Os08g15308.MSUR7,1,0,3,1,2,0,0,5,0,167,0,75
LOC_Os08g15312.MSUR7,4,0,15,46,33,0,84,23,0,12364,351,9102
LOC_Os08g15322.MSUR7,131,19,288,309,610,6,85,84,6,1966,74,1787
LOC_Os08g15330.MSUR7,0,0,0,0,0,0,34,32,0,0,0,0
LOC_Os08g15340.MSUR7,0,0,0,0,0,0,0,0,0,0,0,3
LOC_Os08g15390.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os08g15410.MSUR7,0,0,1,0,0,0,0,0,0,0,0,0
LOC_Os08g15420.MSUR7,0,88,0,0,4,241,0,2,97,0,395,6
LOC_Os08g15430.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os08g15440.MSUR7,0,0,0,1,0,0,0,1,0,0,0,0
LOC_Os08g15444.MSUR7,28,36,52,715,1269,6,137,653,329,28,34,29
LOC_Os08g15450.MSUR7,0,0,1,32,12,0,1,409,0,0,0,331
LOC_Os08g15460.MSUR7,1706,1161,6479,18264,9412,66,8589,4167,270,6660,6694,8573
LOC_Os08g15480.MSUR7,0,2,0,0,9,0,1,0,0,0,1,68
LOC_Os08g15490.MSUR7,0,0,1,5,0,0,0,0,0,0,0,0
LOC_Os08g15500.MSUR7,2042,605,13211,10425,13306,134,11666,5707,204,7147,2810,12888
LOC_Os08g15505.MSUR7,0,0,128,0,3901,6,10,4103,0,0,0,18017
LOC_Os08g15530.MSUR7,0,0,0,0,7,0,518,617,146,0,2,239
LOC_Os08g15540.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os08g15545.MSUR7,0,0,115,0,5206,0,4,14424,0,0,0,26610
LOC_Os08g15550.MSUR7,0,0,14,0,2672,2,0,51,0,0,0,18011
LOC_Os08g15560.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os08g15590.MSUR7,0,0,15,0,0,0,38,125,10,0,2,0
LOC_Os08g15600.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os08g15610.MSUR7,0,0,0,16,0,12,0,0,0,0,0,0
LOC_Os08g15620.MSUR7,0,0,0,3,0,0,0,0,0,0,0,0
LOC_Os08g15630.MSUR7,0,0,0,1,0,0,0,2,1,0,1,0
LOC_Os08g15650.MSUR7,491,205,1154,2089,1533,34,2682,393,440,839,2378,2750
LOC_Os08g15710.MSUR7,164,8,36,237,0,0,0,0,0,691,114,0
LOC_Os08g15730.MSUR7,0,0,0,1,0,0,0,0,0,0,0,0
LOC_Os08g15770.MSUR7,0,0,0,0,1,0,0,0,0,0,0,0
LOC_Os08g15780.MSUR7,0,0,0,4,0,0,0,0,0,0,0,0
LOC_Os08g15840.MSUR7,254,980,955,5707,1492,98,1755,636,1293,1314,16190,2716
LOC_Os08g15860.MSUR7,0,0,0,4,0,0,0,0,0,0,0,0
LOC_Os08g15880.MSUR7,0,0,0,0,0,0,0,2,0,0,0,0
LOC_Os08g15890.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os08g15960.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os08g15980.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os08g16010.MSUR7,1244,139,2465,8221,4861,42,4554,2143,85,3444,1299,5406
LOC_Os08g16020.MSUR7,0,0,0,4,0,0,452,153,26,3,0,8
LOC_Os08g16030.MSUR7,6,6,1779,161,3850,28,176,3240,36,0,15,2244
LOC_Os08g16040.MSUR7,0,1,1,0,1,0,0,0,0,0,5,0
LOC_Os08g16050.MSUR7,40,2096,842,1088,1181,45,104,102,1021,179,27674,2235
LOC_Os08g16060.MSUR7,0,2,0,0,4,0,0,0,0,0,9,0
LOC_Os08g16070.MSUR7,0,1026,0,6,0,2,81,468,551,709,9261,18
LOC_Os08g16110.MSUR7,0,0,0,0,1,0,0,0,0,0,0,2
LOC_Os08g16120.MSUR7,0,27,62,86,393,2,0,0,0,0,9,48
LOC_Os08g16130.MSUR7,120,168,4854,1946,10403,22,2180,5954,396,293,1998,9244
LOC_Os08g16150.MSUR7,0,1,0,2,2,0,0,0,0,0,0,0
LOC_Os08g16255.MSUR7,0,0,6,43,13,0,0,2,0,0,0,0
LOC_Os08g16260.MSUR7,0,0,0,12,2,0,0,2,0,0,0,0
LOC_Os08g16300.MSUR7,0,0,0,0,0,0,12,20,2,0,0,3
LOC_Os08g16310.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os08g16320.MSUR7,0,0,30,0,0,0,0,0,0,0,0,4
LOC_Os08g16330.MSUR7,0,0,0,0,0,0,0,0,0,2,0,20896
LOC_Os08g16350.MSUR7,28,79,395,6,13,10,45,45,16,1582,4129,5682
LOC_Os08g16359.MSUR7,0,56,124,0,2,18,0,0,0,0,42,389
LOC_Os08g16400.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os08g16410.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os08g16430.MSUR7,0,0,2,0,2,0,0,22,1,0,0,88
LOC_Os08g16450.MSUR7,0,1,37,3,26,0,73,20,0,51,59,657
LOC_Os08g16460.MSUR7,0,3,166,8,276,2,546,1850,65,0,0,26
LOC_Os08g16470.MSUR7,494,76,1230,877,42,0,85,82,4,1762,1444,1756
LOC_Os08g16480.MSUR7,3026,2351,13542,11823,8722,303,8182,11640,1688,7237,34395,14067
LOC_Os08g16559.MSUR7,2246,743,12040,10644,16105,276,10611,15343,1216,12902,24751,37576
LOC_Os08g16570.MSUR7,8311,306,11503,39161,8373,103,41309,9401,274,22904,2111,11532
LOC_Os08g16580.MSUR7,191,124,423,1806,593,12,54,15,0,346,927,199
LOC_Os08g16590.MSUR7,0,0,1,0,0,0,0,0,0,0,0,2
LOC_Os08g16600.MSUR7,478,193,3413,8626,3419,62,5300,4370,300,1424,1815,5877
LOC_Os08g16610.MSUR7,4,26,901,10,158,10,48,717,26,32,52,1551
LOC_Os08g16620.MSUR7,0,0,4,0,0,0,0,0,0,0,0,4
LOC_Os08g16630.MSUR7,0,0,16,0,0,0,0,0,0,0,0,13
LOC_Os08g16640.MSUR7,0,0,38,0,0,0,0,0,0,0,0,26
LOC_Os08g16660.MSUR7,0,16,494,1,178,14,4,318,13,0,12,2101
LOC_Os08g16670.MSUR7,108,26,445,210,524,6,216,703,78,378,270,510
LOC_Os08g16690.MSUR7,0,0,19,3,206,0,14,13,0,0,78,238
LOC_Os08g16700.MSUR7,0,0,24,0,31,0,0,2,0,0,36,43
LOC_Os08g16710.MSUR7,0,0,110,187,202,4,168,215,0,180,166,666
LOC_Os08g16730.MSUR7,0,0,1,0,0,0,0,0,0,0,1,1
LOC_Os08g16740.MSUR7,15,2,318,68,104,0,122,109,0,31,41,612
LOC_Os08g16750.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os08g16780.MSUR7,1186,486,3959,6665,5038,50,6903,8130,536,5968,6134,7980
LOC_Os08g16790.MSUR7,36,332,1044,571,1963,24,266,540,94,92,1487,2709
LOC_Os08g16800.MSUR7,0,3,2,38,28,0,3,0,0,6,4,6
LOC_Os08g16840.MSUR7,3306,408,9244,12959,11604,74,3029,6281,548,8347,6414,9437
LOC_Os08g16850.MSUR7,0,0,0,0,0,0,0,0,0,0,0,1
LOC_Os08g16860.MSUR7,0,0,205,0,6,0,0,0,0,0,5,874
LOC_Os08g16870.MSUR7,0,0,0,16,18,0,0,1,0,0,0,0
LOC_Os08g16880.MSUR7,891,279,5933,3312,6393,67,6722,6256,635,5272,6240,8869
LOC_Os08g16910.MSUR7,6,2,401,67,123,2,3437,1883,170,27,841,753
LOC_Os08g16914.MSUR7,646,291,2849,5347,4459,39,221,229,14,3153,3847,5839
LOC_Os08g16920.MSUR7,0,0,3,1,0,0,0,0,0,0,0,6
LOC_Os08g16930.MSUR7,1736,470,7599,24438,15245,155,5510,10315,1109,11105,9482,15542
LOC_Os08g16940.MSUR7,2,0,12,6,42,0,0,124,0,22,2,98
LOC_Os08g16950.MSUR7,0,0,5,0,5,0,0,36,0,0,0,6
LOC_Os08g17000.MSUR7,185,116,1306,1437,1136,16,2,2,0,396,1519,2456
LOC_Os08g17050.MSUR7,0,0,2,7,6,0,0,0,0,27,6,15
LOC_Os08g17060.MSUR7,823,460,12847,2441,7531,128,580,3535,164,2459,8796,13536
LOC_Os08g17080.MSUR7,269,135,1330,1271,935,12,141,431,38,1039,533,1082
LOC_Os08g17100.MSUR7,10,13,56,40,13,0,0,0,0,0,0,0
LOC_Os08g17110.MSUR7,8,2,103,23,211,0,2,9,0,0,0,2
LOC_Os08g17150.MSUR7,1,0,6,49,26,0,0,0,0,0,0,4
LOC_Os08g17160.MSUR7,0,40,25166,20,534,40,4,568,18,66,12,18488
LOC_Os08g17220.MSUR7,0,0,1,0,0,0,0,0,0,0,12,0
LOC_Os08g17270.MSUR7,0,0,0,0,2,0,0,0,0,0,0,8
LOC_Os08g17294.MSUR7,3028,757,13984,19004,26606,134,1175,1686,76,22132,13321,20526
LOC_Os08g17320.MSUR7,58,154,625,1198,1078,23,195,141,124,470,2447,976
LOC_Os08g17330.MSUR7,0,0,2,3,1,0,0,3,0,0,1,13
LOC_Os08g17350.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os08g17360.MSUR7,0,0,0,0,0,0,0,0,0,0,0,1
LOC_Os08g17370.MSUR7,6,68,104,3148,8200,76,2043,24365,3832,352,4434,10609
LOC_Os08g17390.MSUR7,2887,661,14175,22914,28050,178,30474,18182,1146,12808,8113,26623
LOC_Os08g17400.MSUR7,3109,928,15654,25284,28098,296,27684,20666,1640,14421,12857,27151
LOC_Os08g17410.MSUR7,30,430,2704,314,2749,152,522,4084,746,152,3191,5501
LOC_Os08g17430.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os08g17440.MSUR7,0,0,6,0,3,0,0,0,0,0,0,8
LOC_Os08g17500.MSUR7,6,0,233,40,2383,28,4,7,0,126,12,17309
LOC_Os08g17510.MSUR7,3,2,494,0,2,0,0,0,0,0,0,417
LOC_Os08g17520.MSUR7,0,0,68,10,14,0,0,6,0,0,2,73
LOC_Os08g17560.MSUR7,0,0,5,0,0,0,0,0,0,0,0,2
LOC_Os08g17580.MSUR7,0,0,0,1,2,0,0,0,0,0,0,0
LOC_Os08g17600.MSUR7,2349,2492,16790,22417,40320,186,9828,13469,1791,10789,32255,29916
LOC_Os08g17610.MSUR7,124,98,1664,864,1680,14,1189,2519,129,538,1407,3388
LOC_Os08g17620.MSUR7,0,0,0,0,4,0,0,0,0,0,0,1
LOC_Os08g17630.MSUR7,0,0,0,0,0,0,0,1,0,0,0,0
LOC_Os08g17640.MSUR7,0,8,58,0,69,0,0,7,0,1,393,85
LOC_Os08g17650.MSUR7,590,334,6463,5272,8888,111,692,2899,133,2613,3302,7090
LOC_Os08g17655.MSUR7,0,0,7,153,7,0,0,2,0,133,6,435
LOC_Os08g17680.MSUR7,2558,750,10386,7061,5796,76,10878,34142,1051,15266,8385,13125
