SRR1170742,SRR1170744,SRR1170762,SRR1174772,SRR1174773,SRR1174777,SRR1179197,SRR1179198,SRR1179199,SRR1171629,SRR1171630,SRR1171631
LOC_Os07g10130.MSUR7,422,617,3949,4925,1922,109,1283,4852,318,2521,11244,8100
LOC_Os07g10139.MSUR7,0,0,9,96,231,0,1,0,0,159,623,879
LOC_Os07g10150.MSUR7,2831,2667,32314,22972,33909,758,10743,43200,3667,11362,18808,64678
LOC_Os07g10160.MSUR7,0,31,159,1088,63,32,12,111,13,101,791,239
LOC_Os07g10170.MSUR7,0,0,2,47,20,0,10,0,0,88,95,57
LOC_Os07g10180.MSUR7,0,0,123,22,11,0,0,0,0,0,11,24
LOC_Os07g10190.MSUR7,11,4,129,533,202,0,87,10,6,396,15844,84
LOC_Os07g10200.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os07g10210.MSUR7,0,0,1,0,2,0,0,2,0,0,14,0
LOC_Os07g10220.MSUR7,0,0,37,23,92,0,48,21,26,1,909,14
LOC_Os07g10230.MSUR7,0,4,83,4,107,0,2,0,2,0,5868,52
LOC_Os07g10240.MSUR7,0,6,67,61,17,4,18,34,36,7,71,5
LOC_Os07g10254.MSUR7,0,0,3,1,3,0,0,0,0,0,0,5
LOC_Os07g10256.MSUR7,3726,1764,31001,14936,30894,440,11482,15910,1592,10124,23546,34917
LOC_Os07g10270.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os07g10290.MSUR7,0,0,0,0,1,0,2,0,0,0,0,2
LOC_Os07g10300.MSUR7,1166,665,8781,7012,7050,156,5005,10513,475,5107,7503,11316
LOC_Os07g10310.MSUR7,0,0,2,0,0,2,2,48,0,0,0,2
LOC_Os07g10320.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os07g10330.MSUR7,0,0,0,0,0,0,0,40,0,0,0,0
LOC_Os07g10340.MSUR7,0,0,0,0,0,0,0,1,0,0,0,4
LOC_Os07g10350.MSUR7,916,846,8322,4328,9548,137,7219,6623,501,5054,12032,14223
LOC_Os07g10360.MSUR7,0,0,0,0,0,0,0,33,0,0,0,4
LOC_Os07g10370.MSUR7,0,0,2,1,2,0,2,33,0,0,0,10
LOC_Os07g10380.MSUR7,0,0,2,0,0,0,4,24,0,0,0,2
LOC_Os07g10390.MSUR7,1800,1060,8146,12091,8530,138,7579,8587,1081,7126,8107,11890
LOC_Os07g10400.MSUR7,27,34,247,297,440,8,387,361,97,86,408,461
LOC_Os07g10410.MSUR7,1,9,30,21,47,2,4,56,6,21,100,83
LOC_Os07g10420.MSUR7,2486,890,19338,16732,13976,130,33423,13493,1466,7592,21686,15909
LOC_Os07g10440.MSUR7,92,147,8459,1864,12446,98,2406,18977,266,30,341,49314
LOC_Os07g10460.MSUR7,3389,743,13425,7068,13503,91,16303,20415,658,6282,9871,16264
LOC_Os07g10480.MSUR7,0,0,2,424,689,0,0,1,0,1295,4197,3047
LOC_Os07g10490.MSUR7,12222,1936,19049,61707,27804,206,63687,33161,1836,53140,15102,38252
LOC_Os07g10495.MSUR7,625,32,1219,3797,1561,55,3204,5558,11,2097,106,757
LOC_Os07g10500.MSUR7,1411,381,9571,14531,16092,221,18895,25210,1090,4585,8170,12924
LOC_Os07g10510.MSUR7,0,0,4,0,0,0,0,0,0,2,0,0
LOC_Os07g10520.MSUR7,428,300,1970,2943,2278,41,1211,1896,218,2758,3142,3606
LOC_Os07g10530.MSUR7,10,96,3027,142,3047,29,248,7912,300,20,1143,4619
LOC_Os07g10535.MSUR7,1,0,1292,2,49,26,0,7,0,0,0,6327
LOC_Os07g10540.MSUR7,2278,380,6347,14898,7403,80,15332,10450,419,7867,3354,7248
LOC_Os07g10550.MSUR7,23,9,3286,1473,809,44,98,842,50,2,1,3567
LOC_Os07g10560.MSUR7,14,12,161,80,35,6,0,0,0,67,138,323
LOC_Os07g10570.MSUR7,0,4,0,0,0,0,0,0,0,0,76,2121
LOC_Os07g10580.MSUR7,0,0,6,0,0,0,0,0,2,0,12,2775
LOC_Os07g10590.MSUR7,0,8,386,0,1853,11,4,657,2,0,58,12340
LOC_Os07g10600.MSUR7,2040,1889,22403,12264,27307,796,10249,12893,1787,6941,20654,43678
LOC_Os07g10610.MSUR7,4364,847,15850,27678,26121,226,8529,28378,2638,12879,10273,24756
LOC_Os07g10620.MSUR7,4,0,10,91,63,3,1,8,0,6,0,38
LOC_Os07g10630.MSUR7,258,178,1897,1269,1642,44,478,1957,226,369,1171,3313
LOC_Os07g10640.MSUR7,0,0,5,0,0,0,0,4,0,0,3,0
LOC_Os07g10650.MSUR7,0,0,0,0,0,0,0,0,0,0,0,1
LOC_Os07g10660.MSUR7,1415,716,26468,6344,23040,357,1923,8786,590,6924,13444,33685
LOC_Os07g10670.MSUR7,0,0,2,0,0,0,0,0,0,0,0,4
LOC_Os07g10680.MSUR7,0,0,168,2,0,0,0,7,0,1,1,2
LOC_Os07g10690.MSUR7,1185,450,5042,8050,6945,70,6606,9860,774,5008,6380,11044
LOC_Os07g10700.MSUR7,0,0,79,2,6,0,177,277,26,0,4,4
LOC_Os07g10710.MSUR7,0,0,0,0,5,0,0,19,0,0,0,6
LOC_Os07g10720.MSUR7,6973,3723,87155,32994,83756,1078,24455,100775,5959,30637,39414,112493
LOC_Os07g10730.MSUR7,8,31,196,55,259,0,133,136,13,3,97,41
LOC_Os07g10740.MSUR7,0,0,67,2,11,0,3,3,0,2,3,4
LOC_Os07g10760.MSUR7,0,0,0,0,0,0,2,0,0,0,0,0
LOC_Os07g10770.MSUR7,1803,4598,61094,11105,76685,1991,13358,62718,7498,2858,14042,140511
LOC_Os07g10780.MSUR7,186,96,5207,8333,9181,84,8493,2409,302,1854,1361,5758
LOC_Os07g10790.MSUR7,0,0,0,0,1,0,0,1,0,0,0,0
LOC_Os07g10800.MSUR7,1,19,90,82,228,1,0,1,0,0,0,4
LOC_Os07g10810.MSUR7,61,113,741,4,0,4,2,27,2,10,4,54
LOC_Os07g10820.MSUR7,6,119,1388,352,1777,22,521,1671,142,46,404,3263
LOC_Os07g10830.MSUR7,3178,2300,24128,19036,30272,521,6806,28806,2852,13411,27253,39334
LOC_Os07g10840.MSUR7,6952,138,66957,61644,46290,768,5297,37804,219,9412,20812,32381
LOC_Os07g10860.MSUR7,0,0,0,0,0,0,7,3,0,556,1177,1372
LOC_Os07g10870.MSUR7,0,0,0,2,0,0,1,0,5,2,4,0
LOC_Os07g10880.MSUR7,4,0,44,1,0,2,2,10,0,83,44,158
LOC_Os07g10890.MSUR7,1185,521,7114,10527,12589,129,8220,14876,1268,4872,7057,10707
LOC_Os07g10910.MSUR7,395,324,4614,4177,12355,68,19,18,10,3111,5555,8357
LOC_Os07g10920.MSUR7,483,543,6888,5271,15166,112,17,23,8,4086,8557,15190
LOC_Os07g10930.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os07g10940.MSUR7,0,0,0,0,0,0,0,0,0,168,67,124
LOC_Os07g10950.MSUR7,0,0,0,0,0,0,0,0,0,3,0,0
LOC_Os07g10960.MSUR7,6,21,188,0,0,4,2,4,0,234,256,754
LOC_Os07g10970.MSUR7,170,76,1247,0,0,8,304,279,35,434,505,2797
LOC_Os07g10990.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os07g11000.MSUR7,807,696,5705,9559,8595,277,3242,9750,1413,2517,4293,16276
LOC_Os07g11010.MSUR7,678,581,4835,3906,3685,82,3797,6798,635,2760,5122,6192
LOC_Os07g11020.MSUR7,0,0,1475,0,176,2,2,220,0,0,0,1899
LOC_Os07g11050.MSUR7,0,0,2,0,14,5,0,2,2,0,230,31
LOC_Os07g11060.MSUR7,2053,845,11485,10977,12388,263,5284,5453,578,11215,12192,27720
LOC_Os07g11070.MSUR7,433,620,3128,2430,3397,70,1740,1612,520,2567,4160,7245
LOC_Os07g11100.MSUR7,1,0,0,0,0,0,0,0,0,0,3,0
LOC_Os07g11110.MSUR7,2101,114,6927,41888,16618,122,32077,4605,0,5968,14,3902
LOC_Os07g11120.MSUR7,12,12,3337,45,302,18,194,799,20,42,8,6176
LOC_Os07g11250.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os07g11280.MSUR7,1960,140,2338,7448,3925,24,5340,1516,111,10498,3124,5574
LOC_Os07g11290.MSUR7,1817,923,6566,10359,12549,136,21544,24425,3323,8763,13464,19007
LOC_Os07g11300.MSUR7,500,323,2768,6387,8027,51,2037,1983,747,2257,2915,4903
LOC_Os07g11310.MSUR7,0,0,3,0,0,0,0,2,0,0,2,34
LOC_Os07g11320.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os07g11330.MSUR7,26,0,340,69,0,0,34,1,1,148,0,598
LOC_Os07g11360.MSUR7,0,0,72,0,0,0,1,0,0,0,0,437
LOC_Os07g11370.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os07g11380.MSUR7,0,0,21,0,0,0,2,8,4,0,37,600
LOC_Os07g11410.MSUR7,0,0,114,1,5,0,0,1,0,0,35,1378
LOC_Os07g11440.MSUR7,0,0,2,0,2,0,14,180,0,2,0,8
LOC_Os07g11490.MSUR7,19,25,210,8326,4732,50,1436,433,22,4913,6082,8136
LOC_Os07g11510.MSUR7,0,0,818,2,376,0,0,70,20,0,2,10206
LOC_Os07g11530.MSUR7,0,0,0,6,2,0,0,0,0,0,0,0
LOC_Os07g11550.MSUR7,29,0,17,1228,241,0,0,0,0,0,0,2
LOC_Os07g11560.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os07g11630.MSUR7,0,0,16,0,10,0,0,6,0,0,0,1595
LOC_Os07g11650.MSUR7,0,0,384,4,148,0,0,8,0,0,0,1677
LOC_Os07g11710.MSUR7,0,0,0,0,0,0,0,0,0,0,1,2
LOC_Os07g11739.MSUR7,0,0,0,0,0,0,4,1,194,0,0,0
LOC_Os07g11790.MSUR7,0,0,0,2,0,0,0,0,102,0,0,0
LOC_Os07g11870.MSUR7,28,0,0,22,0,0,0,1,148,85,4,0
LOC_Os07g11890.MSUR7,0,0,0,1,2,0,2,80,58,1,0,0
LOC_Os07g11900.MSUR7,0,0,0,0,0,0,0,0,0,0,0,26
LOC_Os07g11910.MSUR7,0,0,0,0,0,0,0,0,0,0,0,37
LOC_Os07g11920.MSUR7,0,0,0,0,0,0,0,0,0,2,0,1120
LOC_Os07g11970.MSUR7,417,0,0,598,33,0,0,2,170,1074,0,6
LOC_Os07g11980.MSUR7,0,0,0,4,4,0,0,0,0,13,0,1
LOC_Os07g12030.MSUR7,0,0,0,0,0,0,0,4,0,0,0,0
LOC_Os07g12040.MSUR7,0,0,1,0,0,0,0,0,0,0,0,0
LOC_Os07g12050.MSUR7,0,0,4,0,0,0,0,0,0,0,0,0
LOC_Os07g12080.MSUR7,0,0,58,0,1,0,2,12,0,0,0,136
LOC_Os07g12090.MSUR7,0,0,58,0,7,0,0,0,0,0,0,79
LOC_Os07g12100.MSUR7,0,2,5,0,0,0,16,6,4,0,0,8
LOC_Os07g12110.MSUR7,3390,2808,33407,26679,46970,505,8200,24067,1978,15924,27969,43939
LOC_Os07g12120.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os07g12130.MSUR7,0,0,0,0,0,0,0,6,0,0,0,13
LOC_Os07g12140.MSUR7,728,324,6612,3132,8482,65,2253,4393,200,2537,8188,10566
LOC_Os07g12150.MSUR7,1152,587,19254,9253,21902,372,2621,12967,703,4659,9778,36351
LOC_Os07g12160.MSUR7,124,85,690,2333,1718,0,2304,712,48,1722,197,1737
LOC_Os07g12170.MSUR7,1546,1801,14950,19799,26937,758,35412,55379,4573,9871,48507,24562
LOC_Os07g12200.MSUR7,2890,2983,23307,18974,38217,1288,15496,13566,2498,10722,42610,34627
LOC_Os07g12210.MSUR7,0,0,0,0,0,0,0,2,0,0,0,4
LOC_Os07g12220.MSUR7,56,98,625,679,644,25,299,1040,115,382,554,1509
LOC_Os07g12230.MSUR7,114,42,272,505,432,8,0,5,0,3,0,0
LOC_Os07g12240.MSUR7,44,28,84,12,305,2,50,1,5,374,31,20
LOC_Os07g12250.MSUR7,5437,1682,47534,20276,38175,544,9106,23886,1637,29756,21866,68845
LOC_Os07g12255.MSUR7,0,0,4,6,6,0,0,8,0,0,0,0
LOC_Os07g12280.MSUR7,0,0,2,0,0,2,0,0,0,0,0,0
LOC_Os07g12300.MSUR7,0,0,2,0,2,0,0,0,0,0,0,1
LOC_Os07g12304.MSUR7,0,0,0,0,0,0,0,0,0,0,15,7
LOC_Os07g12310.MSUR7,0,0,0,0,0,0,0,0,0,0,15,2
LOC_Os07g12320.MSUR7,564,219,6778,2908,5602,64,2520,5244,172,1652,2944,7275
LOC_Os07g12330.MSUR7,151,130,907,1795,1043,16,94,291,32,1553,2657,3584
LOC_Os07g12340.MSUR7,264,140,566,3889,1482,422,764,344,284,1810,4395,890
LOC_Os07g12370.MSUR7,0,0,0,5,0,0,0,0,0,0,0,0
LOC_Os07g12380.MSUR7,0,0,35,0,0,0,0,0,0,0,0,0
LOC_Os07g12390.MSUR7,0,0,6,0,6,0,0,0,0,0,0,0
LOC_Os07g12400.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os07g12430.MSUR7,0,0,2,0,1,0,0,0,0,0,0,0
LOC_Os07g12440.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os07g12450.MSUR7,0,0,5,0,10,0,0,0,0,0,0,0
LOC_Os07g12460.MSUR7,0,0,0,0,0,0,0,0,2,0,0,1
LOC_Os07g12470.MSUR7,1042,386,3491,2934,1464,44,2626,4065,442,2768,3248,8062
LOC_Os07g12480.MSUR7,0,10,16,33,37,2,0,28,8,4,79,5
LOC_Os07g12490.MSUR7,578,372,3992,5513,4866,63,5514,5097,505,2737,4013,7084
LOC_Os07g12510.MSUR7,584,96,2343,7895,3566,85,8457,2249,711,1712,656,3767
LOC_Os07g12520.MSUR7,718,275,2910,4956,3826,42,7545,10319,1233,3665,2993,5644
LOC_Os07g12530.MSUR7,14163,690,15052,67727,21239,246,54192,25439,1113,50852,9328,23539
LOC_Os07g12540.MSUR7,235,68,804,1569,1166,2,68,150,11,0,0,8
LOC_Os07g12550.MSUR7,6,4,53,63,41,0,9,17,2,0,0,4
LOC_Os07g12560.MSUR7,125,32,272,873,661,0,18,13,2,3,7,84
LOC_Os07g12570.MSUR7,863,188,2225,6871,5614,74,3,1,1,36,127,77
LOC_Os07g12580.MSUR7,2,0,3,0,0,0,0,2,1,2,0,0
LOC_Os07g12590.MSUR7,380,142,2340,70,177,14,8,16,1,124,948,1047
LOC_Os07g12600.MSUR7,256,73,1661,1582,923,13,1411,661,18,888,1283,1806
LOC_Os07g12610.MSUR7,386,68,1216,439,789,4,667,659,24,195,510,1333
LOC_Os07g12620.MSUR7,0,0,2,0,0,0,0,0,0,0,0,7
LOC_Os07g12630.MSUR7,129,58,1779,681,1161,28,2689,2603,18,603,43,3610
LOC_Os07g12640.MSUR7,531,110,1587,3781,3163,8,2295,517,18,4441,1258,2279
LOC_Os07g12650.MSUR7,8417,2882,60703,41330,75084,968,14530,36041,2450,21543,29198,65480
LOC_Os07g12660.MSUR7,0,0,1,0,2,0,0,0,0,1,0,1
LOC_Os07g12670.MSUR7,0,36,8,50,165,0,0,0,0,0,9,2
LOC_Os07g12680.MSUR7,0,44,32,5,41,2,0,1,0,1,295,94
LOC_Os07g12710.MSUR7,16,20,162,18,88,4,44,116,28,6,14,370
LOC_Os07g12720.MSUR7,24,176,705,916,502,18,25,132,11,78,207,1054
LOC_Os07g12730.MSUR7,2425,2115,12669,23049,10760,170,2662,999,587,2108,1854,15264
LOC_Os07g12760.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os07g12770.MSUR7,1018,200,3718,1726,4378,68,1204,945,206,894,397,3431
LOC_Os07g12780.MSUR7,366,122,2020,3898,3140,64,84,170,22,2817,5571,6100
LOC_Os07g12790.MSUR7,170,62,967,162,2038,4,2,4,1,1000,3137,5343
LOC_Os07g12800.MSUR7,54,136,952,77,685,24,83,455,58,1738,2581,840
LOC_Os07g12810.MSUR7,822,326,2729,3,4,28,6,44,2,602,3664,1695
LOC_Os07g12820.MSUR7,0,0,0,16,13,0,0,0,0,0,0,2
LOC_Os07g12830.MSUR7,2792,1035,8289,14785,14097,176,2200,3755,360,10174,14126,14133
LOC_Os07g12850.MSUR7,3,14,21,6,13,0,0,4,2,7,9,60
LOC_Os07g12890.MSUR7,1756,841,3279,28136,4254,48,10522,2544,470,69657,15961,6144
LOC_Os07g12900.MSUR7,114,279,926,434,184,30,51,38,52,46,2749,361
LOC_Os07g12910.MSUR7,758,467,5404,6885,7991,99,3603,5288,641,4296,9867,11954
LOC_Os07g12920.MSUR7,0,2,2,0,0,0,0,6,0,2,1,5
LOC_Os07g12940.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os07g12990.MSUR7,0,0,0,90,0,2,0,0,0,0,0,0
LOC_Os07g13010.MSUR7,0,1,2,277,4,2,0,64,0,0,0,2
LOC_Os07g13030.MSUR7,0,0,2,2,2,0,0,2,0,2,0,50
LOC_Os07g13040.MSUR7,0,0,0,0,4,0,0,0,0,0,0,6
LOC_Os07g13050.MSUR7,1,1,90,6,0,3,1,0,0,0,0,82
LOC_Os07g13090.MSUR7,0,0,0,0,14,0,2,4,0,0,0,0
LOC_Os07g13100.MSUR7,0,0,1,1,16,0,0,0,10,68,2,0
LOC_Os07g13160.MSUR7,1,2,716,440,615,6,9,4,0,1,1,124
LOC_Os07g13170.MSUR7,545,576,3749,3925,5195,136,1321,2966,614,1153,5949,7020
LOC_Os07g13180.MSUR7,27,4,82,109,43,0,28,15,0,68,54,166
LOC_Os07g13220.MSUR7,0,0,0,0,2,0,2,0,0,1,0,8
LOC_Os07g13230.MSUR7,151,39,313,183,511,10,25215,9287,1310,284,306,346
LOC_Os07g13234.MSUR7,648,111,2390,11,6,33,104,38,4,82,66,123
LOC_Os07g13240.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os07g13260.MSUR7,267,33,586,2144,992,6,387,91,21,1444,1416,1799
LOC_Os07g13270.MSUR7,2223,1312,16215,20524,20415,400,12433,13301,1532,11624,23213,30923
LOC_Os07g13280.MSUR7,830,367,5743,5344,4783,110,2990,4698,430,2732,3716,11035
LOC_Os07g13310.MSUR7,0,0,624,1,454,69,0,6,0,0,0,9680
LOC_Os07g13319.MSUR7,0,0,150,0,3,5,0,1,0,0,0,131
LOC_Os07g13330.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os07g13360.MSUR7,0,0,2,0,0,0,0,0,0,0,0,0
LOC_Os07g13370.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os07g13380.MSUR7,0,0,241,0,171,2,0,9,0,0,0,57
LOC_Os07g13440.MSUR7,0,0,18053,0,418,739,0,14,0,0,1,33732
LOC_Os07g13450.MSUR7,0,0,1954,0,50,147,0,12,0,0,1,5914
LOC_Os07g13460.MSUR7,433,305,2383,4716,4136,25,33,27,12,2374,4167,3429
LOC_Os07g13490.MSUR7,4,0,197,43,209,0,54,288,6,5,0,425
LOC_Os07g13500.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os07g13520.MSUR7,173,76,636,50,213,6,138,265,16,709,1209,629
LOC_Os07g13530.MSUR7,5760,3604,38815,36958,55029,565,26448,56403,5838,17396,42129,67124
LOC_Os07g13534.MSUR7,688,156,2813,2489,3129,36,2897,4924,269,1733,1749,4568
LOC_Os07g13540.MSUR7,28,86,687,1534,907,4,726,422,38,191,983,1166
LOC_Os07g13550.MSUR7,17,0,7,0,0,0,0,0,0,0,0,6
LOC_Os07g13570.MSUR7,0,0,1,0,0,0,0,0,0,0,0,8
LOC_Os07g13580.MSUR7,0,0,4182,0,77,124,2,108,4,0,8,2699
LOC_Os07g13590.MSUR7,1894,640,14111,7017,16013,98,14540,12940,792,4399,6998,19832
LOC_Os07g13600.MSUR7,120,26,2945,1213,3492,22,96,3344,38,377,535,5440
LOC_Os07g13634.MSUR7,506,10,721,2055,2427,6,42,4017,22,3484,377,1452
LOC_Os07g13660.MSUR7,72,2,57,520,41,13,0,0,3,211,0,22
LOC_Os07g13719.MSUR7,0,0,2,0,0,0,0,0,0,0,0,2
LOC_Os07g13728.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os07g13770.MSUR7,58,72,886,1200,3319,37,1911,1070,6,578,1495,5440
LOC_Os07g13780.MSUR7,2,9,7,19,66,0,2,4,0,3,39,15
LOC_Os07g13790.MSUR7,0,19,23,63,132,0,0,0,0,5,85,30
LOC_Os07g13800.MSUR7,352,681,547,451,357,4,119,34,17,578,1867,336
LOC_Os07g13810.MSUR7,56,118,897,262,630,32,887,794,65,206,1513,2124
LOC_Os07g13830.MSUR7,0,0,50,4,54,0,4,93,0,60,4,210
LOC_Os07g13834.MSUR7,0,0,6,0,20,0,0,2,0,0,0,13
LOC_Os07g13840.MSUR7,0,0,0,0,0,0,2,4,0,0,0,0
LOC_Os07g13870.MSUR7,155,114,1986,1112,3505,16,36,88,6,161,514,1759
LOC_Os07g13880.MSUR7,2,0,0,6,0,0,0,2,0,9,0,0
LOC_Os07g13890.MSUR7,550,283,3043,3814,4212,38,440,1038,122,2387,4583,4885
LOC_Os07g13900.MSUR7,0,0,44,18,279,3,56,1,0,38,295,607
LOC_Os07g13910.MSUR7,0,0,6,4,40,1,0,0,0,0,0,2
LOC_Os07g13920.MSUR7,0,0,2,0,8,0,0,6,0,0,6,3
LOC_Os07g13930.MSUR7,0,0,10,4,84,0,0,10,0,0,0,210
LOC_Os07g13940.MSUR7,0,0,0,0,0,0,10,4,2,0,0,1
LOC_Os07g13950.MSUR7,153,157,1928,946,1487,45,1036,2681,207,568,1667,2419
LOC_Os07g13969.MSUR7,4820,98,13959,26417,21735,217,9930,8647,88,21549,197,23968
LOC_Os07g13980.MSUR7,4823,114,16311,26434,21976,270,10024,9954,144,21581,482,28072
LOC_Os07g14020.MSUR7,0,0,0,0,3,0,0,0,0,0,2,124
LOC_Os07g14030.MSUR7,0,0,0,0,0,74,0,0,0,0,0,0
LOC_Os07g14070.MSUR7,0,0,8,2,30,140,0,0,0,2,0,0
LOC_Os07g14080.MSUR7,0,14,4,0,0,2,4,3,4,0,17,2
LOC_Os07g14090.MSUR7,693,244,2214,5398,4343,59,2705,3156,570,3091,4588,5895
LOC_Os07g14100.MSUR7,96,26,856,619,1036,4,368,220,14,217,450,936
LOC_Os07g14110.MSUR7,0,0,1,0,4,0,0,0,0,0,0,1
LOC_Os07g14120.MSUR7,0,0,0,0,0,0,0,0,2,1,0,2
LOC_Os07g14130.MSUR7,0,0,11,0,6,0,0,0,2,0,2,1
LOC_Os07g14140.MSUR7,0,0,11,0,12,0,0,46,0,0,0,69
LOC_Os07g14150.MSUR7,726,1104,18293,3584,22937,370,6173,78605,2184,6769,5192,52372
LOC_Os07g14160.MSUR7,34,249,758,2695,3935,26,996,1944,226,644,2672,2955
LOC_Os07g14260.MSUR7,0,0,4,100,21,2,0,0,0,1,1,0
LOC_Os07g14270.MSUR7,11628,12488,152102,55858,110436,3337,48153,398112,11514,76769,143832,316815
LOC_Os07g14280.MSUR7,1502,1159,13590,11038,16135,331,5670,7460,1097,8095,13111,37091
LOC_Os07g14310.MSUR7,699,246,2172,3409,2869,60,2146,2791,366,1978,2128,2695
LOC_Os07g14330.MSUR7,0,2,55,0,41,0,0,20,6,0,60,9
LOC_Os07g14350.MSUR7,1368,254,5303,10215,5563,36,5882,4977,254,5741,1168,6664
LOC_Os07g14360.MSUR7,0,2,0,0,0,0,0,55,0,0,0,5
LOC_Os07g14420.MSUR7,0,0,0,0,0,0,0,0,0,0,0,30
LOC_Os07g14440.MSUR7,0,0,0,0,0,0,0,0,0,0,0,2
LOC_Os07g14450.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os07g14460.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os07g14470.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os07g14480.MSUR7,1,6,94,0,0,0,0,0,0,0,0,0
LOC_Os07g14490.MSUR7,0,2,0,0,0,0,0,0,0,0,2,0
LOC_Os07g14500.MSUR7,0,0,0,0,0,0,0,1,0,0,2,0
LOC_Os07g14530.MSUR7,1042,1478,14283,13863,27532,149,4064,9418,530,3484,5406,9455
LOC_Os07g14540.MSUR7,249,224,5966,1029,7593,99,1210,6116,216,397,3005,14623
LOC_Os07g14580.MSUR7,1041,397,8692,5425,5182,124,6056,6190,566,2314,3180,8463
LOC_Os07g14590.MSUR7,593,860,7497,15347,19895,166,3610,4008,744,6328,17850,13987
LOC_Os07g14600.MSUR7,104,0,6276,6811,2841,40,437,2394,2,83,19,3305
LOC_Os07g14610.MSUR7,171,24,4586,1139,4313,44,269,1324,4,342,173,12183
LOC_Os07g14620.MSUR7,0,0,0,1,7,0,0,0,0,0,0,1
LOC_Os07g14630.MSUR7,0,0,18,0,130,0,2,0,0,12,9,35
LOC_Os07g14640.MSUR7,0,0,0,0,12,0,0,0,0,0,0,0
LOC_Os07g14650.MSUR7,1146,380,5594,6776,9312,87,9382,12459,439,4735,6621,11564
LOC_Os07g14660.MSUR7,0,7,0,1,7,2,5,2,4,0,1,16
LOC_Os07g14680.MSUR7,0,0,0,2,0,0,0,2,0,1,2,0
LOC_Os07g14700.MSUR7,18,29,116,160,446,18,471,298,18,207,169,288
LOC_Os07g14720.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os07g14740.MSUR7,24,575,46,339,85,62,368,22,119,767,3245,158
LOC_Os07g14750.MSUR7,0,0,20,2,31,0,0,64,0,4,0,334
LOC_Os07g14760.MSUR7,0,0,0,0,1,0,0,0,0,0,0,6
LOC_Os07g14770.MSUR7,0,0,18,0,11,0,0,1,0,0,0,38
LOC_Os07g14820.MSUR7,0,2,2,9,0,0,0,6,0,39,32,2
LOC_Os07g14830.MSUR7,1604,806,6490,5553,7776,125,9613,10452,1104,5701,8204,10181
LOC_Os07g14840.MSUR7,0,0,2,0,0,0,0,0,0,0,0,0
LOC_Os07g14850.MSUR7,518,2528,9991,4286,9811,1442,2585,12793,3220,894,4342,30723
LOC_Os07g14860.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os07g14870.MSUR7,0,0,0,0,1,0,0,0,0,0,2,0
LOC_Os07g14880.MSUR7,0,0,0,10,0,0,0,0,0,0,0,4
LOC_Os07g14890.MSUR7,128,6,678,2915,3552,14,104,56,0,1012,26,1490
LOC_Os07g14900.MSUR7,0,0,16,43,59,0,2,10,0,27,5,69
LOC_Os07g14910.MSUR7,194,20,214,1505,289,6,584,373,2,541,2,370
LOC_Os07g14920.MSUR7,29,10,512,164,512,6,10,20,0,22,38,1615
LOC_Os07g14930.MSUR7,0,0,0,0,2,0,0,0,0,0,0,31
LOC_Os07g15000.MSUR7,0,0,0,2,1,0,0,4,0,2,2,0
LOC_Os07g15010.MSUR7,0,0,9,131,10,2,53,61,5,0,0,0
LOC_Os07g15020.MSUR7,0,0,0,0,0,0,0,0,0,136,222,145
LOC_Os07g15100.MSUR7,0,0,0,0,0,0,21337,1880,11,0,0,1
LOC_Os07g15130.MSUR7,0,0,0,2,10,0,0,0,0,110,553,411
LOC_Os07g15190.MSUR7,43,20,119,1103,686,2,0,2,0,716,260,303
LOC_Os07g15230.MSUR7,0,2,0,0,2,34,0,0,0,0,0,1
LOC_Os07g15240.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os07g15270.MSUR7,66,182,1512,255,1860,16,1002,3185,182,527,3454,3174
