/home/jolyang/dbcenter/OryzaRNAseq/minuta/SRR1179197.sra.uniq.bam	/home/jolyang/dbcenter/OryzaRNAseq/minuta/SRR1179198.sra.uniq.bam	/home/jolyang/dbcenter/OryzaRNAseq/minuta/SRR1179199.sra.uniq.bam
691	2272	327
19236	12067	1252
99	86	167
6653	4722	2408
62298	31965	2897
281	990	159
782	1726	119
141	1224	104
4	16	34
1658	8275	498
100	144	0
0	0	0
42	1084	0
7	15	0
8	24	0
1896	7723	349
6217	8116	680
16965	26143	4987
12129	18575	2255
1754	2785	259
0	2	0
0	4	0
0	28	0
6	11	62
0	0	0
0	0	0
1	18	0
14555	4726	0
279	1360	154
0	36	0
2	1	0
908	1146	883
4521	10288	518
19	22	22
709	1624	77
2081	4941	216
3627	3065	1172
0	4	0
0	27	0
0	0	0
49	3	0
5	5	0
3	5	7
11930	22370	2725
2	0	0
2	142	0
2876	11645	641
0	0	0
83	1666	884
3895	20452	1401
0	0	2
10	4	2
722	3396	356
10664	20710	1805
9124	17159	1051
268660	32502	1000
2	2	11
4	3	108
1	350	0
7569	749	7
0	10	0
93	36	6
0	0	0
623	10444	503
0	12	0
232	235143	9
700	7320	170
0	17	0
6431	5842	278
1410	4091	422
15	602	106
24928	27093	2569
504	1365	464
2146	5378	1003
5518	203	16
11146	15082	697
86	693	20
0	1	0
124	552	60
6556	1751	47
102	1852	22
9	51	5
9624	28927	3657
4733	9055	1975
66	329	70
126	902	26
1264	4337	503
4	47	4
19096	28901	1763
3605	8544	2218
55344	36410	3346
44	1885	39
10206	122393	2202
0	1	0
2	55	1
2408	2654	408
235	333	33
5911	15094	1390
285	363	73
4570	2947	712
472	1643	356
0	30	2
0	250	20
14	1174	34
2	4	0
340	858	72
8	63	12
8	55	14
0	29	0
2	53	8
22	120	13
149	220	19
728	2071	155
21	98	0
174	239	24
2	30	1
384	407	28
4	17	0
26	71	3
12	74	5
13	70	0
109	247	30
16	58	5
48	126	30
151	292	48
1	43	15
3	59	4
8	23	17
42719	6840	174
1987	3150	392
4335	7132	550
153	1778	42
0	0	0
93	851	17
492	280	452
2	0	0
0	0	0
0	6	0
339	531	91
0	0	0
22	223	18
0	10	4
3648	9578	1911
2798	8571	474
34	24	34
338	1968	42
2250	2950	766
11491	33469	1880
3619	7004	1444
3304	1470	46
99332	33027	2228
120664	36930	1445
66	245	63
26077	11479	500
7333	8201	651
9313	15692	2686
3944	12929	1345
362	36893	4135
2221	4573	2213
44983	74044	8782
34920	58443	4875
20441	11341	270
129	3703	78
179	2878	350
12958	26880	1624
8394	5819	1092
13717	41786	3602
44748	47630	1940
4345	13358	525
25826	71274	5165
10420	24745	1969
8308	15217	2648
6291	14471	1200
457	769	75
37	75	3
3248	3420	330
524	20	624
0	0	0
157	5354	34
6218	1975	208
4948	5459	477
9	1724	4
664	384	0
575145	79506	118
0	0	0
0	3	0
14	2260	370
1189	7888	90
45386	37714	1023
25	64	6
28	20	0
0	0	0
85844	66427	3852
65078	57383	5516
109	16	66
26	8856	10
40367	15490	1402
40852	42918	5443
3744	5167	38
1	4	0
0	0	0
0	2	88
4078	8380	411
25	44	130
0	5	2
0	2	0
0	0	0
14	10	0
12825	35865	2155
360	4017	282
14948	23371	1048
0	0	0
90	1414	76
4150	9967	623
16884	23647	5357
2	2	0
0	0	0
0	0	0
0	0	0
332	1914	50
8287	13498	365
2027	33044	671
2442	29706	1000
32	1923	20
4149	2846	195
36517	7847	9
140	84	4
2859	5507	2028
32912	79580	5716
4432	4235	209
8139	9930	779
0	0	0
4668	15117	47137
4641	11136	80429
0	926	0
208	747	21
0	0	0
4395	4980	460
0	2	0
0	0	0
2	2	0
2001	804	189
0	0	0
9	113	8
0	0	0
3147	4360	744
2837	6957	366
165	1068	16
3879	2138	325
10703	7654	1291
370	8695	74
0	0	0
2	270	0
3034	4299	236
4718	7120	452
34	108	4
118	159	10
0	0	0
101	245	52
44	14	2
0	0	0
0	0	0
696	1664	306
0	0	0
0	0	0
0	2	0
0	2	0
1286	3292	551
237	981	53
4	4	0
0	13	0
5999	17629	1112
777	1521	284
0	2	0
24442	8241	943
0	0	0
1269	4353	199
14162	6243	5070
18221	32457	2099
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
150	240	20
0	0	0
0	0	0
0	0	0
9700	11995	1188
0	0	0
0	0	0
12	22	0
859	2965	67
0	0	0
23	13	1
2	0	0
7880	5562	797
0	0	0
0	0	0
6	6	6
0	0	0
0	0	0
0	0	0
0	0	0
9289	25189	1744
67	392	0
0	1	0
53570	52971	6498
54231	7907	1549
3030	3927	328
1375	769	86
1	0	1
0	0	0
0	5	2
9091	10891	986
216	202	14
0	1	0
7	4	7
0	0	0
0	0	0
4	17	5
0	0	0
0	0	0
0	0	0
3997	16515	1042
0	0	0
2	2	0
4	0	0
0	0	0
0	0	0
0	0	0
0	0	0
6	14	3
182	354	82
0	0	0
0	0	1
20	40	6
0	0	0
0	0	0
0	0	0
7495	18042	1190
17888	12704	1116
35829	17543	1989
0	0	0
0	0	0
170	161	15
0	0	0
0	0	0
25	487	78
23	34	0
0	0	0
0	0	0
10	360	0
216	2210	8
28	70	14
318	362	434
11	4	0
0	80	0
4180	17420	2070
0	1	0
25967	4372	2882
10715	11061	1057
0	2	0
14	68	5
0	26	0
10	126	4
2898	80	162
1348	188	1436
0	0	0
0	0	0
161	312	21
50	47	6
934	16	60
21602	2554	63
2	7	2
0	1	0
152	629	117
0	0	0
2	0	0
0	0	0
630	2400	0
5258	6203	534
2736	6886	110
0	0	0
4	4769	2
662	2637	271
3963	12308	937
0	0	0
0	0	0
154641	40962	3949
18118	10206	1024
3686	8630	806
9	5	0
0	0	0
1458	3878	208
4522	6398	701
0	0	0
13	14	0
11495	8621	266
2	2	0
3938	3796	215
736	2500	168
0	0	0
4100	7786	1261
0	1	0
1916	1218	32
27648	10150	1144
4	4	0
134	1931	170
0	4	0
5	40	0
0	0	0
0	0	0
22	165	2
0	0	0
0	0	0
324	1040	752
0	0	0
14	134	1270
0	1	0
0	0	0
176	126	4
2	0	0
8539	13858	1236
11612	16714	1529
0	0	0
0	0	0
7175	10185	511
0	2	3
0	0	5
4470	7120	634
0	1	0
1	33	0
35438	39831	3505
2145	10312	2474
4933	1884	140
1596	6971	850
24184	73636	6980
0	0	0
9867	31121	2728
0	3	0
1	1	6
976	4824	825
1	0	0
1161	4503	119
0	8	0
7551	7816	989
25078	71143	7461
0	0	0
8	1	0
53497	22015	589
0	0	0
0	0	2
220	737	8
47	76	6
1149	187	0
0	0	0
27525	10163	1333
4	6	0
0	0	0
4	0	0
60	179	21
112	56	14
32	87	6
255	962	52
4	20	0
6321	8413	544
0	3	0
4476	7800	342
3460	18578	698
29482	44120	4024
3	7	2
50909	80142	4759
0	0	0
0	36	0
669	441	61
0	0	0
0	0	0
172	164	33
276	1611	1227
0	0	0
0	4	0
1293	118	70
4487	8260	62
0	0	0
0	26	0
0	2	0
0	0	0
0	0	0
0	0	0
2	22	1
15135	21607	1898
0	0	0
0	0	0
1604	5059	476
17481	46191	6788
1059	655	53
0	11	0
95	57	1
1	10	0
0	30	0
0	0	0
0	136	4
0	40	2
72	638	50
0	0	0
0	6	2
2	60	2
2	0	0
56	814	11
1836	2149	247
6124	20639	2177
0	0	0
0	0	2
0	0	0
6	1	0
0	0	0
0	0	0
0	0	0
0	0	0
106	440	166
358	3611	885
5062	34989	7681
2	13	0
0	0	0
0	0	0
10	45	0
0	0	0
0	0	0
0	6	0
0	65	0
0	57	38
0	10	2
0	19	7
5566	784	52
0	56	0
0	0	0
3835	8033	949
852	2113	127
0	0	0
0	0	0
18	115	0
1100	3638	215
35773	42791	2751
296	748	154
6023	54	0
7631	96	25
4256	452	42
0	0	0
10	4	6
0	2	0
237	74	16
16	14	6
0	811	0
0	0	0
1694	680	38
113497	2868	98
686	4	0
0	0	0
3682	3113	1147
0	0	0
0	2	0
694	7555	468
2411	3892	303
22	62	949
2	172	0
0	0	0
0	90	0
0	0	0
0	4	0
172	105	0
0	6	0
0	0	0
0	62	0
0	46	0
324	158	98
0	0	0
0	770	0
0	0	0
132	1096	0
63	26	3
0	0	0
0	0	0
114	23	23
0	0	0
0	0	2
1	2	4
1924	10016	80
21	35	8
4	118	6
0	0	0
458	1822	267
237	130	145
0	0	0
0	0	0
3075	399	2
0	3	0
24555	23238	3620
7165	7409	833
0	263	4
4	396	0
16026	2195	0
31956	17701	168
2615	5757	311
0	0	0
713	2372	94
0	0	0
830	2925	1161
2455	3177	315
0	0	1
0	6	0
0	0	0
3329	7506	310
53643	26075	3595
6397	9156	1402
364	142	33
9408	13837	2145
0	0	0
2	26	0
0	0	0
0	6	0
1	20	2
0	0	0
0	0	0
0	0	2
6	129	9
0	0	0
0	1	0
0	0	0
0	0	0
0	0	0
5237	12114	863
2357	1433	80
319	1269	62
2	30	0
9997	7326	1008
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
24	803	42
14631	19087	2671
9717	2105	1091
0	0	0
5816	90	169
12053	3662	124
677	323	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
236	0	0
0	0	0
0	2	0
0	0	0
2	0	1
0	0	0
53	121	9
6	7	0
40	8	0
4	1	3
0	0	0
76	310	0
802	528	10
0	2	0
0	0	0
3486	5267	1503
158	3047	843
0	0	0
0	0	0
2746	7775	478
2821	14664	665
37	34	0
9	542	6
0	0	0
2	126	0
0	0	0
0	0	0
0	6	4
0	0	0
0	0	0
9	10	0
1528	2564	155
0	38	0
1	1	0
2056	2963	102
26591	7302	250
19066	8186	1453
1535	3494	750
33755	56941	6090
2	0	0
4	188	20
5816	26034	787
0	0	0
0	1	0
4	196	0
114	202	0
0	0	0
308	149	170
4156	32177	138
0	0	0
4046	5985	224
74	1794	162
958	2672	269
9456	13380	754
7240	6292	953
30	109	4
612	1396	139
9951	5781	797
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
2	2	0
22	15	3
3	2	1
0	0	0
0	0	0
0	0	0
0	0	0
0	2	0
236	22	6
132	9	2
4	0	24
0	0	0
68	2	2
0	0	0
0	5	0
84723	53901	5069
42368	25351	2162
4	498	36
6129	601	23
12269	8684	2463
7994	15980	1860
4	6301	376
0	2	0
2	0	0
2071	3382	410
10	10	0
679	712	67
6	2	6
13275	7249	1557
2593	5673	420
66	28	78
3426	2969	758
14	13241	2
1506	6732	212
0	0	0
42	185	16
0	1	0
0	1	0
0	0	0
0	0	0
0	0	0
8	21	1
0	0	0
250	494	130
0	0	0
60	198	50
500	1052	62
6011	10074	946
4713	3628	270
1270	1402	196
1939	1533	160
0	539	4
0	0	0
0	0	0
8	2	3
746	589	100
347	606	188
1396	1679	129
0	0	2
0	0	0
19	27	2
9268	18216	1249
3986	5205	467
34	13895	341
0	0	0
0	0	0
0	2	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	3	0
2	8	0
3183	1103	420
0	0	0
0	0	0
0	0	0
0	75	29
2	9	0
0	2	0
0	0	0
0	0	0
78	1168	144
2805	3176	2102
1779	1912	159
10	66	2
0	0	0
0	0	0
0	0	0
2	0	0
5	1	0
2924	6194	733
20864	13471	1412
0	0	0
8	47016	1816
0	0	2
0	0	2
0	2	0
0	28	0
0	23	0
56	304	13
8	314	4
0	79	0
0	0	0
292	270	25
0	67	0
0	2	0
0	0	0
0	0	0
0	0	0
208	570	398
0	0	0
0	0	0
78	4011	6
0	0	0
0	0	0
1	0	1
11968	12992	980
7367	12995	1471
54058	59969	9576
37897	39957	7244
2	650	15
616	3616	260
51	113	17
13680	5953	357
10808	9754	175
3	2	0
4232	1926	353
14	11	6
0	2	0
0	0	0
0	0	0
0	0	0
0	0	0
5	7	3
0	0	0
14	12	0
620	557	69
5	1938	2
0	0	0
8	142	15
0	0	0
0	0	0
4	0	0
1012	4915	478
25	195	39
0	0	0
0	0	0
0	0	0
0	0	0
6	0	0
0	0	0
0	6	0
0	0	0
0	0	0
2	2	4
0	0	0
0	0	0
0	0	0
746	596	12
21	1059	1
0	2	0
0	0	0
39749	9014	594
30	156	3
0	0	0
0	0	0
356	11670	0
19	4876	0
0	0	0
0	0	0
988	464	135
40	1683	60
74	22	5
64	91	21
0	0	0
0	0	0
0	2	0
0	2	0
0	0	0
0	0	0
7	5	1
17	9	0
4	2	0
2	0	0
0	0	0
0	0	0
0	2	18
0	0	0
0	4	0
0	44	0
0	4	0
32948	22607	864
4922	10917	190
2487	58	0
0	0	0
0	0	0
0	0	0
10	172	0
21	6	2
0	2	0
0	0	0
0	0	0
0	26	0
0	2	0
0	0	0
0	0	0
14	16	6
38	12	44
30	14	0
4	30	19
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
2	5	0
0	0	0
0	0	0
0	22	18
0	4	8
0	0	0
2	60	42
0	20	0
718	1385	123
4	13	0
8715	7957	518
7059	5845	448
7470	6829	589
370	340	44
2	1	2
0	4	0
0	2	8
0	0	0
1262	1332	240
0	0	0
0	0	0
8913	28524	2063
1216074	289097	516
4217	3090	253
3226	11656	1394
0	12	0
0	0	0
0	0	0
3401	18115	1900
1393	4941	565
3908	3198	320
15081	3872	410
0	4	0
0	0	0
0	0	0
4	4	0
1	9	0
0	2	0
0	0	0
0	0	0
0	0	0
0	0	0
13	0	0
0	0	0
0	0	0
0	1	0
0	0	0
0	0	0
110	122	10
0	0	0
0	0	0
0	0	0
2510	4706	507
5	3	1
0	49	9
1	22	9
0	0	0
0	0	0
9	32	103
0	0	0
6	16	68
2	10	48
6	6	0
0	0	0
81	13	0
0	15	0
0	0	0
49	10	0
180	4	1
10643	623	0
0	4	0
0	0	0
0	0	0
71	31	41
0	5	0
8	31	2
0	3	0
0	0	0
0	1	0
108	6	95
29	0	4
0	5	0
0	0	0
0	1	0
0	0	0
0	0	0
0	0	0
2	4	0
39	284	0
10173	8410	630
1798	1409	92
15072	13889	1518
2	7	0
0	0	0
5451	4136	2086
56	1911	8
3454	869	885
26325	66825	2769
2640	2213	320
0	4	0
0	0	1
3692	5816	1342
4	33	18
20	749	110
3872	7193	382
0	0	0
5228	2476	190
47	69	5
15878	10499	1242
4507	4090	546
9827	17169	1446
1666	3013	280
321	15890	31
5406	7948	681
0	200	16
3310	1992	129
31	54	10
2	2	2
255	26	805
696	1316	138
299	70034	571
7871	11977	803
3065	91	52
1174	308	20
66	178	18
0	0	0
0	0	4
8	8	144
0	0	0
0	2	0
0	0	0
0	0	0
0	2	0
0	6	2
0	0	0
0	4	0
4	0	0
1147	1211	636
0	0	0
3318	2892	416
3	550	10
0	1	0
0	297	2
2	0	0
2	0	0
80	8	8
31	335	20
8596	22690	2624
0	2	0
0	0	0
5352	221	150
2	4	0
0	0	0
12	34	50
726	3078	168
8	7	2
301	350	287
0	0	0
517	154	161
32	106	7
505	1649	112
62	265	85
30	299	10
0	0	0
43	91	8
4011	10874	847
4	147	2
0	0	0
0	0	0
4056	6934	683
0	107	0
301	3187	80
3433	4414	511
1280	4654	870
11830	50790	3652
0	0	0
251	33	4
12	3	0
0	0	0
4	2	3
0	0	0
2	0	0
0	0	0
0	2	0
0	2	0
0	0	0
2	66	0
745	7207	457
9575	16428	1113
0	0	0
36	390	8
1824	4533	480
3	44	3
231	2340	279
9249	17010	726
7	333	26
0	0	0
103	977	1300
0	18	2
0	0	0
48	183	0
166	1437	22
7629	8753	12707
2703	11611	3724
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	85	0
2512	9024	814
54	244	36
1	8	0
0	0	0
0	0	0
110	62	11
4	0	1
160	115	317
680	3433	376
0	0	0
7388	9309	1239
1023	981	10
4154	4320	206
10	210	30
34	91	6
0	0	0
0	133	2
0	240	18
8438	14663	1452
71	111	3
98	3532	0
474	8081	112
6	168	2
10	53	4
4	5	1
220	231	80
7119	4903	19
9446	18131	973
0	2	0
0	0	0
0	0	0
24	578	95
0	0	0
0	231	0
0	46	0
4	0	0
0	34	0
2	634	0
0	1	0
10	0	0
0	6	0
428	1540	420
0	0	0
2852	2962	186
0	0	0
3013	8114	594
12013	9571	838
3317	9546	895
0	2	0
17	57	13
2	4	2
4	3	0
10	3	0
4	2	0
0	0	0
0	0	0
198	575	123
0	7	0
0	0	0
0	0	0
0	0	0
0	0	0
4	22	0
0	0	0
0	0	0
110	44	25
0	11	0
0	4	0
13791	23170	4162
5682	4207	726
0	6	0
0	6	0
0	0	0
0	0	0
29	19	4
2	0	0
26	108	0
0	1	2
0	24	0
1080	3559	502
0	0	0
2685	3245	599
2528	5726	687
82473	5113	200
342	6397	94
3199	4166	933
29094	34827	7339
2	20	2
0	0	0
12	432	1
2	34	14
0	0	0
0	0	0
0	0	0
0	0	0
6537	6559	536
0	0	0
2564	450	14
53	513	22
4	299	6
2680	3902	1456
837	3977	271
2561	2114	193
2836	5181	305
2	2	0
0	4	12
0	2	0
0	1	1
0	0	0
0	0	0
5	0	6
0	0	0
1	0	0
0	0	0
0	2	0
53	18	1028
13763	2362	158
20423	3742	158
658	129	1544
328	86	206
7529	1581	882
10601	1828	1043
8	41	0
256	15626	176
0	0	0
7	14	4
7883	9815	1738
9467	11513	3045
0	1	0
1764	1502	204
0	0	0
0	0	0
2797	3937	194
2	1	0
2940	4547	226
4371	8667	176
0	3	0
1	0	0
0	0	0
39	244	180
18	160	74
0	0	0
0	2	0
0	0	0
0	0	0
0	0	0
0	0	0
0	1	0
0	0	0
0	1	0
0	0	0
0	0	0
0	0	0
0	0	0
0	1	0
0	4	0
0	0	0
0	27	0
0	3	0
5	4	0
300	48	0
0	0	0
5592	10737	1350
1010	7749	96
1765	1829	169
4876	17007	435
592	494	14
3987	9810	1064
437	2455	620
0	0	0
0	0	0
0	0	0
225	148	60
4746	4277	399
478	662	550
24	67	132
0	8	44
5	0	2
2	3	0
3	3	3
66	43	4
27	25	13
6	15	4
0	1	0
31861	22405	3175
12159	4396	296
0	5	0
681	92	111
0	0	3
827	672	101
11318	2853	95
30862	27767	2896
0	0	0
0	22	0
3769	4566	552
140	220	164
158	1929	130
0	0	0
0	0	0
22772	4987	2435
0	0	0
753	1556	50
5077	8426	653
3134	4229	589
4721	2253	63
334	355	34
30446	52971	7762
16847	26794	1826
19179	5420	256
0	0	0
1	0	0
312	1588	0
4	58	2
6999	5455	26
0	0	0
10	37	4
1	106	10
2	0	0
0	0	0
3561	9746	1684
2112	3975	279
13760	8778	892
2	37	0
1643	2676	163
0	0	1
368	794	1076
5884	8368	406
17383	20140	1965
12	706	15
0	0	0
0	1	0
1185	480	515
624	918	61
4954	124	154
3925	4	380
1	0	0
199	1139	397
368	815	36
0	0	0
3817	8352	749
634	480	22
0	0	0
2	33	1
2015	2629	127
0	0	0
739	2002	389
2334	4346	393
8330	22776	1147
209728	62065	3261
2942	2088	776
1212	965	174
1939	3723	216
57	7674	4
101	0	0
3221	4580	304
1832	2269	125
0	14	0
458	1291	36
8180	21167	4685
0	0	0
0	0	0
2254	78811	3335
2583	4148	730
1	24	0
0	0	0
796	307	128
11548	2848	92
114	631	156
254	789	120
7294	15971	535
4475	2780	473
371	3519	27
1368	401	0
413	8170	1471
109	2178	742
0	0	0
1250	2653	319
26	1215	28
4	41	13
2	150	0
8	30	909
4	0	0
29461	3901	5240
283	238	203
14	239	34
0	3	2
1802	275	14
0	0	0
0	0	0
1047	17009	22
34	305	15
313	1088	39
2	4	3
0	22	0
1065	10373	458
0	276	20
6561	1006	126
12	0	0
856	3063	148
385	777	41
3	13	0
104	340	23
29	264	24
180	178	10
168	48	2
0	0	0
0	0	0
0	2	0
0	0	0
0	0	0
0	0	0
155	34	50
1102	3261	126
0	24	190
17986	12359	1343
13495	3586	305
26	2	0
230	76	6
0	0	0
58	1145	39
26	8	0
0	5	0
624	766	418
570	2307	227
2	2013	0
2	108	0
1319	1443	290
1326	1447	290
6	216	1
1448	2461	196
76	88	20
28394	29709	3009
27904	15152	2481
179482	219656	9394
6	84	0
40	94	30
0	18	0
0	4	2
0	0	0
0	0	0
0	0	0
1	0	0
886	1022	204
1421	3944	322
2463	4441	674
1847	1414	94
370	8675	0
1108	1159	211
24734	2706	133
18	1288	92
0	0	0
0	2	28
20649	3146	1657
1635	1756	256
2217	9381	1058
1702	488	30
4586	7850	1460
36	8	13
15613	8702	764
14	1244	52
486	104	42
6765	15641	358
3432	9754	1374
7027	3406	79
1672	2610	544
1892	10288	388
202	676	36
7	56	1
17783	6291	669
41028	80473	15920
1	1	1
2018	3394	1710
0	1	3
40	142	36
0	0	0
2	6	24
0	0	2
1436	1183	1554
528	108	9
152	541	14
4840	2253	5433
447215	25746	6178
31932	958	336
13425	4226	2369
2385	1603	206
3169	4406	795
1	31	0
1	311	0
1	0	0
1	0	0
61	14	0
2287	6519	278
0	0	0
4	131	26
0	0	0
0	2	0
0	0	0
7349	9091	1356
18	177	33
245	2391	160
1990	3716	361
0	29	10
18	94	500
0	0	0
334	131	10
8	90	22
4	75	2
0	49	0
203	592	54
2849	4693	350
0	3	7
1	0	0
140	6	65
85635	24357	2744
0	189	0
2	2	0
729	698	28
2	4	2
0	0	0
101	60	584
63	40	71
29	84	4
0	0	0
13	3	0
0	0	0
1	122	1
2196	9715	424
759	895	12
2	87	2
7872	1813	77
674	3451	14
6	1471	36
963	1249	106
3	7	0
0	0	0
2072	2595	211
3406	12308	2801
0	760	0
0	52	0
12	14	23
1	0	0
0	0	0
0	0	0
17180	1877	62
0	0	0
4316	1510	66
11406	132027	2853
6114	7169	1275
404	736	192
0	0	0
19	27	2
118	690	42
14247	1260	56
3	27	11
4	22	1
342	220	150
1663	3996	252
2020	598	394
18706	25887	2591
1	3	0
21	10844	272
34	11190	351
1942	4852	1635
2763	4656	450
1136	461	26
26901	16962	2647
2362	7829	921
5656	2234	416
1350	5353	531
109	1065	63
0	273	2
4	79	1
267	171	315
0	0	0
18	70	688
0	0	0
0	234	54
155	101	118
16446	13086	1738
145	273	26
0	0	0
49	47	18
0	0	0
216	4268	136
16949	7431	796
0	0	0
794	527	21
903	3372	3206
0	0	0
7170	5418	4
69	53	0
1	0	2
136	83	30
24	34	26
0	110	0
4	2	2
0	25	32
20003	6448	283
13084	4938	197
1378	10	30
75479	5150	4004
201	354	163
1	0	0
6	59	0
2499	891	21
251	1668	8
13707	20895	1458
3058	4762	236
2859	7752	259
3329	12142	655
805	3907	298
3410	1171	12
10688	3385	69
310	68	3
1907	658	52
258	363	37
437	27236	62
0	2	0
0	0	1
397	797	22
1817	2537	163
3643	2350	356
174	206	56
230	373	7
314	1424	88
0	0	2
0	0	0
11104	12836	636
0	0	0
436	77	2
2	9	0
1689	9136	140
0	3	0
14	2955	0
0	13	0
24096	38448	1450
0	0	0
1	31	0
2060	4522	105
0	0	0
0	47	0
152	803	39
12219	30895	1951
19570	43835	4501
2137	3409	309
50	951	114
0	0	0
11	88	4
165	403	0
6	0	0
0	0	0
10345	14940	1040
2342	2669	124
69271	6145	1243
50560	4942	854
778	378	288
0	0	0
2	8	2
110	74	45
222	202	592
0	0	0
36	797	54
2108	3840	1147
3553	10683	3709
2072	6772	56
14165	11832	420
3635	2885	475
14652	6953	282
6	1	0
4435	27382	401
3618	9352	1194
191	46	252
7084	8347	76
22	30	273
74	20	0
0	0	0
10	5	17
0	0	0
21	17	19
0	3	2
0	2	0
1902	287	80
2	0	0
8799	6100	1070
0	0	0
0	0	0
236	153	1236
26	13	39
6	6	0
4	0	108
85	34	1575
0	2	9
4076	12972	692
216	272	40
2955	1768	186
1226	1204	220
130	120	32
94	68	545
3189	1585	105
681	6214	160
63527	45235	722
8	21	3
0	0	0
2	2	42
0	1	0
8100	55790	1677
4	8	0
0	0	0
7535	14202	1828
767	6025	2209
626	767	127
102	2473	72
8993	15093	700
1	15	0
0	0	1
2	6142	50
0	160	0
6	134	0
0	15	0
37	124	13
351	2224	579
62	22	4
6281	952	43
516	304	17
158	310	125
3535	4893	2417
2627	5413	274
1757	8403	839
533	2448	404
20	185	18
95	478	36
0	315	106
50	167	29
22	299	20
847	1480	56
20	64	11
8	2	2
205	178	6
4	142	0
26	1762	24
0	68	2
694	2550	1881
562	1832	159
11	152325	7
119	749	80
402171	173755	534
402344	174185	706
47	628	90
1787	1286	174
4	11	0
3565	3926	1288
2348	1411	6
585	446	126
78139	133173	12725
72	53	374
2206	5347	1157
32	19	162
0	0	0
71	728	8
3870	368	50
211	327	657
7352	424	23
20028	1587	104
1667	1766	692
5586	25449	3347
64	6230	445
462	884	571
0	1	0
95	45	195
142	116	9
89	131	9
0	0	0
7	10	172
966	4866	347
52	18	109
18087	17316	684
776	694	1778
269	605	72
0	45	175
10510	66243	11276
6365	9089	1068
0	0	1
2100	2431	998
166	5075	2340
98	570	2
4	6	4
33735	41556	3090
64982	66228	7110
57	67	9
21406	23366	7563
28	176	106
44	56	8
820	6072	48
1688	8191	826
3583	9045	1163
6113	3702	226
106	225	3
9315	2011	246
1465	2538	165
0	0	0
0	0	0
61	354	64
2705	4960	405
2281	4427	283
4795	2630	610
31	830	191
6273	3877	904
352	654	36
0	0	0
1586	5309	240
2	78	0
39	115	18
0	0	1
238	950	461
4	20	0
17341	6299	406
5086	8201	378
75	68	6
2665	3017	486
13804	4478	3875
1001	1726	1508
16173	26539	935
19849	54001	1377
329	824	486
0	1	0
100	468	273
768	460	126
1682	2361	58
3857	668	348
18	43	4
0	8	2
396	10147	2200
0	2	0
41	6	42
130	42	44
547	2620	182
227	37762	56
25	102	8
10720	821	106
1770	2287	608
914	4275	982
0	0	0
3821	18287	954
7243	16174	2193
12	315	12
1421	756	166
0	0	0
348	1074	90
0	19	0
0	22	0
0	28	0
0	0	0
28	56	24
0	33	5
4268	3511	429
4007	4486	158
14249	42909	3306
48	45638	3
14411	6429	424
1316	10588	193
477	41	1898
42	1465	77
6438	13273	498
6	56	1
90	8788	914
3403	3908	434
2	337	0
890	15057	1249
6751	6813	3139
0	0	0
7	121	6
50	1070	12
264	2464	30
0	4	0
0	18	1
1354	3023	142
35	666	3
2188	2630	307
1226	19779	683
0	1	2
16646	32777	2427
2539	8967	235
13596	10294	986
8945	45007	1249
9585	14765	803
224	11876	298
212	1149	149
26	40	2
152	80	160
154	817	134
0	0	0
4	56	0
22	858	1
394	282	24
13500	11245	251
2401	7803	1550
64	320	8
666	3517	916
2473	7856	1059
8336	7288	1471
907	1326	101
1133	2440	168
64	107	274
1556	4722	416
487	1005	136
15333	18512	1702
31	40	229
0	0	0
11913	30208	2873
8199	11388	1014
4500	9336	1044
172	293	0
1064	3232	138
0	2	0
12	6	0
632	215	29
0	0	0
2	11	0
0	0	1
3333	2344	400
468	1505	42
2	98533	0
2	3	98
0	0	0
2074	9410	1076
36	961	54
72	3575	208
0	1	0
27164	72679	4536
3	64	4
40	785	9
0	3315	4
10086	20948	4224
794	10620	151
44405	9505	696
36593	39191	2890
10703	5484	560
44824	41527	3573
8675	20274	1491
1031	4536	391
627	376	636
0	0	0
8815	227	337
44	28	28
4585	2301	405
48	4333	28
3352	7557	831
0	35	0
2880	2038	249
2	26	306
12	88	408
0	0	0
7832	14520	2045
12791	26870	4783
801	4609	206
0	0	0
19	77	5
660	1349	164
0	0	0
1119	1743	65
0	135	0
4153	22553	422
7251	9027	476
26365	45996	3433
31359	52290	8757
2202	2375	2547
951	435	268
741	323	10
5250	11546	918
3405	6407	229
2466	3402	182
0	0	0
12	10	0
1039	3893	197
1121	4527	108
347	1260	98
8812	10459	1131
175	5359	567
4084	19066	1154
999	1848	315
12576	16472	1685
11206	22376	2653
36579	54251	5130
1945	697	121
1012	453	34
7357	11670	410
35	65	17
129	133	5
3166	8309	685
