/home/jolyang/dbcenter/OryzaRNAseq/barthii/SRR1170742.sra.uniq.bam	/home/jolyang/dbcenter/OryzaRNAseq/barthii/SRR1170744.sra.uniq.bam	/home/jolyang/dbcenter/OryzaRNAseq/barthii/SRR1170762.sra.uniq.bam
LOC_Os08g24434.MSUR7	5	8	12
LOC_Os08g24460.MSUR7	0	0	0
LOC_Os08g24470.MSUR7	0	0	4
LOC_Os08g24510.MSUR7	0	0	0
LOC_Os08g24600.MSUR7	0	0	0
LOC_Os08g24610.MSUR7	0	0	0
LOC_Os08g24630.MSUR7	4	374	6
LOC_Os08g24670.MSUR7	0	39	5
LOC_Os08g24700.MSUR7	0	0	0
LOC_Os08g24740.MSUR7	0	0	0
LOC_Os08g24750.MSUR7	12	49	58
LOC_Os08g24770.MSUR7	1519	174	816
LOC_Os08g24790.MSUR7	2	198	6
LOC_Os08g24800.MSUR7	0	0	0
LOC_Os08g24810.MSUR7	0	0	2
LOC_Os08g24820.MSUR7	0	0	6
LOC_Os08g24830.MSUR7	0	0	2
LOC_Os08g24840.MSUR7	0	0	0
LOC_Os08g24880.MSUR7	0	0	116
LOC_Os08g24910.MSUR7	0	0	2
LOC_Os08g24920.MSUR7	0	0	10
LOC_Os08g24930.MSUR7	261	223	2258
LOC_Os08g24940.MSUR7	0	0	0
LOC_Os08g24946.MSUR7	1294	1451	8469
LOC_Os08g24960.MSUR7	0	0	2
LOC_Os08g25010.MSUR7	568	1092	8407
LOC_Os08g25030.MSUR7	2	40	68
LOC_Os08g25040.MSUR7	0	0	0
LOC_Os08g25060.MSUR7	825	578	4740
LOC_Os08g25070.MSUR7	0	16	127
LOC_Os08g25080.MSUR7	1844	440	7747
LOC_Os08g25090.MSUR7	3204	550	14121
LOC_Os08g25100.MSUR7	0	0	0
LOC_Os08g25130.MSUR7	769	210	2820
LOC_Os08g25140.MSUR7	609	254	12877
LOC_Os08g25200.MSUR7	0	0	409
LOC_Os08g25210.MSUR7	0	0	2
LOC_Os08g25230.MSUR7	0	3	29
LOC_Os08g25240.MSUR7	0	0	0
LOC_Os08g25270.MSUR7	0	0	8
LOC_Os08g25280.MSUR7	70	57	607
LOC_Os08g25290.MSUR7	13	5	61
LOC_Os08g25300.MSUR7	0	0	0
LOC_Os08g25310.MSUR7	652	637	4403
LOC_Os08g25340.MSUR7	0	0	1
LOC_Os08g25360.MSUR7	2	2	6
LOC_Os08g25380.MSUR7	141	744	1527
LOC_Os08g25390.MSUR7	688	1579	11171
LOC_Os08g25410.MSUR7	0	0	2
LOC_Os08g25420.MSUR7	0	0	2
LOC_Os08g25440.MSUR7	2	2	42
LOC_Os08g25450.MSUR7	0	0	0
LOC_Os08g25460.MSUR7	1340	1327	10143
LOC_Os08g25470.MSUR7	0	0	146
LOC_Os08g25480.MSUR7	0	0	0
LOC_Os08g25490.MSUR7	0	0	0
LOC_Os08g25570.MSUR7	1182	477	6571
LOC_Os08g25590.MSUR7	2496	1460	18164
LOC_Os08g25600.MSUR7	0	0	0
LOC_Os08g25624.MSUR7	5179	1158	23054
LOC_Os08g25650.MSUR7	1	0	15
LOC_Os08g25670.MSUR7	0	0	39
LOC_Os08g25690.MSUR7	2	0	87
LOC_Os08g25700.MSUR7	4169	274	9762
LOC_Os08g25710.MSUR7	3	0	4374
LOC_Os08g25720.MSUR7	1631	4046	62664
LOC_Os08g25734.MSUR7	15112	684	75829
LOC_Os08g25770.MSUR7	0	0	0
LOC_Os08g25780.MSUR7	0	0	4
LOC_Os08g25799.MSUR7	1502	229	5273
LOC_Os08g25820.MSUR7	725	268	2877
LOC_Os08g25830.MSUR7	1	0	45
LOC_Os08g25839.MSUR7	78	42	6
LOC_Os08g25850.MSUR7	42	20	12
LOC_Os08g25860.MSUR7	43	45	2
LOC_Os08g25864.MSUR7	0	0	0
LOC_Os08g25890.MSUR7	244	111	1524
LOC_Os08g25900.MSUR7	8526	1083	24283
LOC_Os08g25990.MSUR7	8	8	0
LOC_Os08g26030.MSUR7	0	0	0
LOC_Os08g26040.MSUR7	0	0	0
LOC_Os08g26050.MSUR7	0	0	0
LOC_Os08g26060.MSUR7	0	0	0
LOC_Os08g26080.MSUR7	0	0	0
LOC_Os08g26110.MSUR7	0	0	0
LOC_Os08g26120.MSUR7	4	0	4
LOC_Os08g26150.MSUR7	0	0	4
LOC_Os08g26180.MSUR7	0	0	0
LOC_Os08g26200.MSUR7	0	0	4
LOC_Os08g26210.MSUR7	0	0	0
LOC_Os08g26220.MSUR7	0	0	0
LOC_Os08g26230.MSUR7	0	0	0
LOC_Os08g26240.MSUR7	0	0	2
LOC_Os08g26270.MSUR7	4	0	5
LOC_Os08g26310.MSUR7	0	0	0
LOC_Os08g26320.MSUR7	0	0	0
LOC_Os08g26340.MSUR7	0	0	0
LOC_Os08g26350.MSUR7	37	18	4
LOC_Os08g26360.MSUR7	2	3	0
LOC_Os08g26370.MSUR7	0	0	0
LOC_Os08g26380.MSUR7	0	0	0
LOC_Os08g26409.MSUR7	0	0	0
LOC_Os08g26420.MSUR7	0	1	0
LOC_Os08g26460.MSUR7	0	0	0
LOC_Os08g26470.MSUR7	0	0	0
LOC_Os08g26490.MSUR7	0	0	0
LOC_Os08g26520.MSUR7	0	2	0
LOC_Os08g26530.MSUR7	0	0	0
LOC_Os08g26544.MSUR7	0	0	0
LOC_Os08g26560.MSUR7	0	0	0
LOC_Os08g26580.MSUR7	0	0	0
LOC_Os08g26590.MSUR7	0	0	0
LOC_Os08g26620.MSUR7	0	0	0
LOC_Os08g26630.MSUR7	0	0	0
LOC_Os08g26670.MSUR7	0	0	0
LOC_Os08g26680.MSUR7	0	0	0
LOC_Os08g26685.MSUR7	0	0	0
LOC_Os08g26700.MSUR7	442	266	3180
LOC_Os08g26710.MSUR7	0	0	0
LOC_Os08g26720.MSUR7	0	0	0
LOC_Os08g26810.MSUR7	0	0	0
LOC_Os08g26820.MSUR7	626	549	296
LOC_Os08g26830.MSUR7	0	0	0
LOC_Os08g26840.MSUR7	678	100	78
LOC_Os08g26850.MSUR7	36	30	8
LOC_Os08g26860.MSUR7	6	3	28
LOC_Os08g26870.MSUR7	20291	5923	50531
LOC_Os08g26875.MSUR7	2	2	4
LOC_Os08g26880.MSUR7	379	567	3710
LOC_Os08g26890.MSUR7	0	0	0
LOC_Os08g26940.MSUR7	0	0	0
LOC_Os08g26950.MSUR7	0	0	2
LOC_Os08g26980.MSUR7	13	0	13
LOC_Os08g26990.MSUR7	0	0	356
LOC_Os08g27010.MSUR7	35286	189	19677
LOC_Os08g27020.MSUR7	0	30	16
LOC_Os08g27030.MSUR7	979	230	3991
LOC_Os08g27040.MSUR7	1640	250	6053
LOC_Os08g27050.MSUR7	132	156	1915
LOC_Os08g27060.MSUR7	2	0	7
LOC_Os08g27070.MSUR7	8730	4550	80547
LOC_Os08g27080.MSUR7	0	0	2
LOC_Os08g27090.MSUR7	1196	690	14444
LOC_Os08g27100.MSUR7	70	27	3246
LOC_Os08g27140.MSUR7	89	60	1452
LOC_Os08g27150.MSUR7	3162	57	3588
LOC_Os08g27160.MSUR7	0	2	0
LOC_Os08g27170.MSUR7	242	191	39
LOC_Os08g27190.MSUR7	0	0	0
LOC_Os08g27200.MSUR7	0	0	2
LOC_Os08g27210.MSUR7	0	0	8
LOC_Os08g27220.MSUR7	0	0	8
LOC_Os08g27230.MSUR7	0	0	0
LOC_Os08g27240.MSUR7	349	112	2071
LOC_Os08g27250.MSUR7	0	6	70
LOC_Os08g27260.MSUR7	0	0	4
LOC_Os08g27290.MSUR7	0	0	0
LOC_Os08g27330.MSUR7	0	0	0
LOC_Os08g27430.MSUR7	2	0	0
LOC_Os08g27440.MSUR7	0	0	0
LOC_Os08g27470.MSUR7	0	0	0
LOC_Os08g27490.MSUR7	0	0	3
LOC_Os08g27540.MSUR7	0	0	0
LOC_Os08g27550.MSUR7	0	0	0
LOC_Os08g27580.MSUR7	8	2	28
LOC_Os08g27600.MSUR7	0	0	0
LOC_Os08g27640.MSUR7	1	2	18
LOC_Os08g27660.MSUR7	0	0	12
LOC_Os08g27676.MSUR7	0	0	0
LOC_Os08g27678.MSUR7	0	0	0
LOC_Os08g27690.MSUR7	0	0	0
LOC_Os08g27710.MSUR7	0	0	0
LOC_Os08g27720.MSUR7	1434	666	3306
LOC_Os08g27759.MSUR7	0	10	8
LOC_Os08g27780.MSUR7	18	0	330
LOC_Os08g27810.MSUR7	2	2	75
LOC_Os08g27824.MSUR7	428	272	2689
LOC_Os08g27840.MSUR7	3422	798	41623
LOC_Os08g27850.MSUR7	30653	9661	159998
LOC_Os08g27860.MSUR7	256	232	3141
LOC_Os08g27870.MSUR7	0	2	371
LOC_Os08g27880.MSUR7	0	0	0
LOC_Os08g27950.MSUR7	0	0	0
LOC_Os08g27960.MSUR7	0	0	2
LOC_Os08g27970.MSUR7	0	0	2
LOC_Os08g28000.MSUR7	0	0	1
LOC_Os08g28080.MSUR7	69	139	1473
LOC_Os08g28090.MSUR7	1	4	36
LOC_Os08g28110.MSUR7	0	0	4
LOC_Os08g28120.MSUR7	0	0	0
LOC_Os08g28150.MSUR7	0	0	0
LOC_Os08g28160.MSUR7	0	0	0
LOC_Os08g28170.MSUR7	41	262	1264
LOC_Os08g28180.MSUR7	36	62	398
LOC_Os08g28190.MSUR7	1656	850	8135
LOC_Os08g28200.MSUR7	4	2	10
LOC_Os08g28214.MSUR7	316	306	3531
LOC_Os08g28230.MSUR7	579	130	2186
LOC_Os08g28240.MSUR7	0	0	124
LOC_Os08g28270.MSUR7	0	0	0
LOC_Os08g28300.MSUR7	0	0	0
LOC_Os08g28370.MSUR7	0	0	2
LOC_Os08g28380.MSUR7	0	0	1
LOC_Os08g28400.MSUR7	168	0	173
LOC_Os08g28410.MSUR7	0	0	5
LOC_Os08g28420.MSUR7	0	0	0
LOC_Os08g28430.MSUR7	0	0	2
LOC_Os08g28460.MSUR7	66	108	719
LOC_Os08g28470.MSUR7	0	15	22
LOC_Os08g28480.MSUR7	0	0	0
LOC_Os08g28510.MSUR7	0	0	0
LOC_Os08g28540.MSUR7	0	0	1
LOC_Os08g28560.MSUR7	0	37	374
LOC_Os08g28570.MSUR7	17	134	185
LOC_Os08g28580.MSUR7	0	0	0
LOC_Os08g28600.MSUR7	2	48	8
LOC_Os08g28660.MSUR7	0	0	6
LOC_Os08g28670.MSUR7	4109	3809	9133
LOC_Os08g28680.MSUR7	7176	1978	29271
LOC_Os08g28690.MSUR7	2241	848	10118
LOC_Os08g28700.MSUR7	0	1	289
LOC_Os08g28710.MSUR7	109	2	252
LOC_Os08g28730.MSUR7	1012	560	7193
LOC_Os08g28740.MSUR7	287	55	842
LOC_Os08g28780.MSUR7	0	0	0
LOC_Os08g28784.MSUR7	0	0	0
LOC_Os08g28790.MSUR7	0	0	0
LOC_Os08g28800.MSUR7	0	0	4
LOC_Os08g28810.MSUR7	0	0	0
LOC_Os08g28820.MSUR7	0	0	6
LOC_Os08g28830.MSUR7	105	92	1252
LOC_Os08g28840.MSUR7	754	168	2154
LOC_Os08g28850.MSUR7	0	0	2
LOC_Os08g28860.MSUR7	416	582	3941
LOC_Os08g28870.MSUR7	34	194	906
LOC_Os08g28880.MSUR7	0	35	7
LOC_Os08g28890.MSUR7	0	114	50
LOC_Os08g28900.MSUR7	0	0	68
LOC_Os08g28920.MSUR7	1	0	1
LOC_Os08g28940.MSUR7	0	0	32
LOC_Os08g28950.MSUR7	0	0	103
LOC_Os08g28960.MSUR7	0	0	81
LOC_Os08g28970.MSUR7	287	247	3111
LOC_Os08g28980.MSUR7	326	282	3512
LOC_Os08g29020.MSUR7	2	3	10
LOC_Os08g29040.MSUR7	30	9	4
LOC_Os08g29090.MSUR7	0	0	6
LOC_Os08g29100.MSUR7	416	261	2047
LOC_Os08g29110.MSUR7	3164	312	11890
LOC_Os08g29124.MSUR7	1729	647	5255
LOC_Os08g29140.MSUR7	0	0	1
LOC_Os08g29150.MSUR7	1152	417	5879
LOC_Os08g29160.MSUR7	14905	1184	24071
LOC_Os08g29170.MSUR7	14321	510	21071
LOC_Os08g29190.MSUR7	0	0	0
LOC_Os08g29200.MSUR7	2	72	3236
LOC_Os08g29210.MSUR7	0	0	0
LOC_Os08g29220.MSUR7	0	0	0
LOC_Os08g29310.MSUR7	0	0	17
LOC_Os08g29320.MSUR7	0	1	2
LOC_Os08g29330.MSUR7	0	0	6
LOC_Os08g29340.MSUR7	4	0	16
LOC_Os08g29350.MSUR7	0	0	0
LOC_Os08g29370.MSUR7	5833	500	10615
LOC_Os08g29390.MSUR7	1	0	3
LOC_Os08g29400.MSUR7	0	0	0
LOC_Os08g29500.MSUR7	1634	642	5844
LOC_Os08g29510.MSUR7	0	16	10
LOC_Os08g29520.MSUR7	661	429	4392
LOC_Os08g29530.MSUR7	3266	1113	21179
LOC_Os08g29570.MSUR7	1805	1872	4746
LOC_Os08g29580.MSUR7	2	0	32
LOC_Os08g29590.MSUR7	1068	678	7890
LOC_Os08g29600.MSUR7	385	6	1280
LOC_Os08g29610.MSUR7	6	2	3
LOC_Os08g29615.MSUR7	2333	457	7508
LOC_Os08g29630.MSUR7	0	0	0
LOC_Os08g29640.MSUR7	3	0	31
LOC_Os08g29650.MSUR7	1236	531	8582
LOC_Os08g29660.MSUR7	940	453	6239
LOC_Os08g29669.MSUR7	1008	589	7526
LOC_Os08g29680.MSUR7	2	0	55
LOC_Os08g29710.MSUR7	729	348	6642
LOC_Os08g29720.MSUR7	3791	1796	10564
LOC_Os08g29730.MSUR7	1279	707	6909
LOC_Os08g29740.MSUR7	121	5	22
LOC_Os08g29750.MSUR7	2	2	3
LOC_Os08g29760.MSUR7	2676	293	11611
LOC_Os08g29770.MSUR7	4361	454	48933
LOC_Os08g29780.MSUR7	4855	643	34261
LOC_Os08g29790.MSUR7	0	0	0
LOC_Os08g29809.MSUR7	148	399	2247
LOC_Os08g29854.MSUR7	30	285	634
LOC_Os08g29870.MSUR7	0	0	0
LOC_Os08g29900.MSUR7	0	0	0
LOC_Os08g29910.MSUR7	0	2	10
LOC_Os08g29940.MSUR7	0	0	0
LOC_Os08g29950.MSUR7	0	0	2
LOC_Os08g29970.MSUR7	0	7	1
LOC_Os08g30014.MSUR7	2	0	0
LOC_Os08g30020.MSUR7	3990	939	13239
LOC_Os08g30060.MSUR7	3796	2726	8368
LOC_Os08g30070.MSUR7	62	47	1282
LOC_Os08g30080.MSUR7	29	0	514
LOC_Os08g30090.MSUR7	0	0	0
LOC_Os08g30095.MSUR7	0	0	2
LOC_Os08g30100.MSUR7	3	19	3
LOC_Os08g30140.MSUR7	0	0	0
LOC_Os08g30150.MSUR7	218	277	3431
LOC_Os08g30170.MSUR7	0	2	4
LOC_Os08g30210.MSUR7	60	65	595
LOC_Os08g30230.MSUR7	0	0	0
LOC_Os08g30240.MSUR7	0	0	0
LOC_Os08g30340.MSUR7	8	0	188
LOC_Os08g30370.MSUR7	52	4	240
LOC_Os08g30380.MSUR7	0	0	0
LOC_Os08g30410.MSUR7	0	0	0
LOC_Os08g30420.MSUR7	0	0	0
LOC_Os08g30430.MSUR7	0	0	0
LOC_Os08g30460.MSUR7	0	0	1
LOC_Os08g30470.MSUR7	0	0	0
LOC_Os08g30480.MSUR7	952	590	6318
LOC_Os08g30490.MSUR7	0	0	0
LOC_Os08g30500.MSUR7	0	0	4
LOC_Os08g30510.MSUR7	0	0	0
LOC_Os08g30520.MSUR7	0	0	0
LOC_Os08g30540.MSUR7	0	0	0
LOC_Os08g30554.MSUR7	0	0	34
LOC_Os08g30560.MSUR7	0	0	4
LOC_Os08g30580.MSUR7	0	0	0
LOC_Os08g30590.MSUR7	0	0	0
LOC_Os08g30620.MSUR7	0	0	0
LOC_Os08g30634.MSUR7	132	4	613
LOC_Os08g30650.MSUR7	0	2	4
LOC_Os08g30660.MSUR7	0	0	2
LOC_Os08g30690.MSUR7	0	0	0
LOC_Os08g30719.MSUR7	0	0	0
LOC_Os08g30730.MSUR7	2478	1736	8866
LOC_Os08g30740.MSUR7	995	3895	4769
LOC_Os08g30770.MSUR7	162	1970	1378
LOC_Os08g30780.MSUR7	24	30	79
LOC_Os08g30790.MSUR7	7594	11014	29582
LOC_Os08g30800.MSUR7	0	6	12771
LOC_Os08g30810.MSUR7	2255	2801	18297
LOC_Os08g30820.MSUR7	1778	918	13576
LOC_Os08g30840.MSUR7	0	0	3
LOC_Os08g30850.MSUR7	4	4	1446
LOC_Os08g30860.MSUR7	0	0	1
LOC_Os08g30870.MSUR7	2	0	97
LOC_Os08g30900.MSUR7	4	4	1467
LOC_Os08g30910.MSUR7	129	2	577
LOC_Os08g30930.MSUR7	1446	1014	14076
LOC_Os08g30980.MSUR7	160	67	1102
LOC_Os08g31000.MSUR7	30	300	674
LOC_Os08g31020.MSUR7	0	0	0
LOC_Os08g31030.MSUR7	2	4	840
LOC_Os08g31040.MSUR7	2	6	51
LOC_Os08g31060.MSUR7	10	21	52
LOC_Os08g31070.MSUR7	0	4	21
LOC_Os08g31080.MSUR7	0	1	4754
LOC_Os08g31090.MSUR7	12	16	1787
LOC_Os08g31110.MSUR7	117	75	1187
LOC_Os08g31120.MSUR7	0	0	161
LOC_Os08g31130.MSUR7	0	0	1223
LOC_Os08g31140.MSUR7	194	34	300
LOC_Os08g31170.MSUR7	0	0	2
LOC_Os08g31180.MSUR7	0	0	0
LOC_Os08g31200.MSUR7	101	16	157
LOC_Os08g31219.MSUR7	51	27	127
LOC_Os08g31228.MSUR7	78	74	307
LOC_Os08g31240.MSUR7	238	195	1107
LOC_Os08g31250.MSUR7	10	6	7
LOC_Os08g31260.MSUR7	0	4	31
LOC_Os08g31270.MSUR7	0	0	8
LOC_Os08g31280.MSUR7	0	6	16
LOC_Os08g31290.MSUR7	0	0	0
LOC_Os08g31300.MSUR7	0	0	0
LOC_Os08g31340.MSUR7	20	123	429
LOC_Os08g31360.MSUR7	3	1	29
LOC_Os08g31410.MSUR7	7098	694	7502
LOC_Os08g31420.MSUR7	0	0	1
LOC_Os08g31430.MSUR7	0	0	0
LOC_Os08g31440.MSUR7	0	0	1
LOC_Os08g31450.MSUR7	0	0	2
LOC_Os08g31460.MSUR7	2082	346	5680
LOC_Os08g31470.MSUR7	2842	1162	13170
LOC_Os08g31480.MSUR7	0	0	1
LOC_Os08g31510.MSUR7	7086	624	11619
LOC_Os08g31520.MSUR7	0	0	0
LOC_Os08g31550.MSUR7	0	0	16
LOC_Os08g31560.MSUR7	2822	892	13967
LOC_Os08g31569.MSUR7	8	20	919
LOC_Os08g31580.MSUR7	1330	1400	7111
LOC_Os08g31590.MSUR7	0	0	0
LOC_Os08g31600.MSUR7	0	0	2
LOC_Os08g31610.MSUR7	0	0	0
LOC_Os08g31620.MSUR7	0	0	1
LOC_Os08g31630.MSUR7	6032	644	8503
LOC_Os08g31649.MSUR7	0	0	0
LOC_Os08g31660.MSUR7	4	25	606
LOC_Os08g31670.MSUR7	206	44	699
LOC_Os08g31690.MSUR7	34	26	529
LOC_Os08g31700.MSUR7	275	206	1469
LOC_Os08g31720.MSUR7	0	0	0
LOC_Os08g31730.MSUR7	0	0	0
LOC_Os08g31740.MSUR7	0	0	12
LOC_Os08g31750.MSUR7	4706	158	4570
LOC_Os08g31760.MSUR7	34	420	2608
LOC_Os08g31769.MSUR7	3	21	392
LOC_Os08g31780.MSUR7	0	0	0
LOC_Os08g31790.MSUR7	26	6	36
LOC_Os08g31800.MSUR7	174	200	652
LOC_Os08g31810.MSUR7	6392	4067	44133
LOC_Os08g31814.MSUR7	2427	1230	13944
LOC_Os08g31820.MSUR7	0	0	0
LOC_Os08g31830.MSUR7	280	970	1953
LOC_Os08g31840.MSUR7	413	202	1521
LOC_Os08g31850.MSUR7	34	64	330
LOC_Os08g31860.MSUR7	28	0	100
LOC_Os08g31870.MSUR7	0	0	2
LOC_Os08g31880.MSUR7	0	0	0
LOC_Os08g31890.MSUR7	0	2	8
LOC_Os08g31900.MSUR7	0	0	0
LOC_Os08g31910.MSUR7	1	0	4
LOC_Os08g31930.MSUR7	0	12	156
LOC_Os08g31940.MSUR7	158	166	2149
LOC_Os08g31950.MSUR7	0	0	218
LOC_Os08g31960.MSUR7	0	0	0
LOC_Os08g31970.MSUR7	527	476	7849
LOC_Os08g31980.MSUR7	40	1630	3150
LOC_Os08g31990.MSUR7	0	0	3
LOC_Os08g32000.MSUR7	0	0	0
LOC_Os08g32010.MSUR7	0	0	0
LOC_Os08g32060.MSUR7	42	24	342
LOC_Os08g32070.MSUR7	0	0	4
LOC_Os08g32080.MSUR7	860	2658	10070
LOC_Os08g32085.MSUR7	218	998	4808
LOC_Os08g32110.MSUR7	1	2	20
LOC_Os08g32120.MSUR7	4099	446	11592
LOC_Os08g32130.MSUR7	246	150	2608
LOC_Os08g32160.MSUR7	75	318	5180
LOC_Os08g32170.MSUR7	405	896	3839
LOC_Os08g32200.MSUR7	0	0	0
LOC_Os08g32270.MSUR7	0	0	0
LOC_Os08g32290.MSUR7	0	0	16
LOC_Os08g32310.MSUR7	0	0	135
LOC_Os08g32330.MSUR7	0	0	22
LOC_Os08g32340.MSUR7	0	0	7
LOC_Os08g32350.MSUR7	0	0	92
LOC_Os08g32360.MSUR7	0	4	270
LOC_Os08g32370.MSUR7	0	0	19
LOC_Os08g32380.MSUR7	0	0	14
LOC_Os08g32390.MSUR7	0	2	252
LOC_Os08g32400.MSUR7	0	0	67
LOC_Os08g32410.MSUR7	0	0	191
LOC_Os08g32420.MSUR7	0	2	153
LOC_Os08g32430.MSUR7	0	0	51
LOC_Os08g32450.MSUR7	0	0	0
LOC_Os08g32460.MSUR7	0	0	0
LOC_Os08g32470.MSUR7	0	0	0
LOC_Os08g32490.MSUR7	0	0	2
LOC_Os08g32500.MSUR7	26	178	1515
LOC_Os08g32510.MSUR7	3	0	3
LOC_Os08g32520.MSUR7	355	173	5299
LOC_Os08g32530.MSUR7	0	0	5
LOC_Os08g32540.MSUR7	52	0	358
LOC_Os08g32550.MSUR7	2	0	29
LOC_Os08g32560.MSUR7	3	0	74
LOC_Os08g32570.MSUR7	81	52	658
LOC_Os08g32600.MSUR7	12	80	806
LOC_Os08g32610.MSUR7	15	60	822
LOC_Os08g32620.MSUR7	654	341	4716
LOC_Os08g32630.MSUR7	4343	323	5200
LOC_Os08g32650.MSUR7	436	173	1660
LOC_Os08g32660.MSUR7	473	172	5032
LOC_Os08g32690.MSUR7	722	196	3813
LOC_Os08g32710.MSUR7	0	0	0
LOC_Os08g32720.MSUR7	0	0	0
LOC_Os08g32740.MSUR7	0	0	0
LOC_Os08g32750.MSUR7	0	0	16
LOC_Os08g32780.MSUR7	0	0	8
LOC_Os08g32820.MSUR7	0	0	0
LOC_Os08g32840.MSUR7	0	36	0
LOC_Os08g32850.MSUR7	3967	934	12919
LOC_Os08g32860.MSUR7	0	0	0
LOC_Os08g32870.MSUR7	4987	3634	46166
LOC_Os08g32880.MSUR7	44	376	265
LOC_Os08g32890.MSUR7	15	39	58
LOC_Os08g32900.MSUR7	0	0	2
LOC_Os08g32910.MSUR7	141	102	946
LOC_Os08g32920.MSUR7	0	0	2077
LOC_Os08g32930.MSUR7	8780	34	17620
LOC_Os08g32940.MSUR7	0	1	2
LOC_Os08g32950.MSUR7	0	2	0
LOC_Os08g32960.MSUR7	88	168	13029
LOC_Os08g32970.MSUR7	36	60	866
LOC_Os08g32980.MSUR7	3721	791	24930
LOC_Os08g32990.MSUR7	0	2	2
LOC_Os08g33000.MSUR7	0	0	4
LOC_Os08g33010.MSUR7	0	0	0
LOC_Os08g33020.MSUR7	0	0	4
LOC_Os08g33030.MSUR7	0	0	0
LOC_Os08g33045.MSUR7	0	0	14
LOC_Os08g33050.MSUR7	280	2	919
LOC_Os08g33076.MSUR7	1277	736	7925
LOC_Os08g33082.MSUR7	795	410	3798
LOC_Os08g33090.MSUR7	2	2	13
LOC_Os08g33100.MSUR7	62	108	1244
LOC_Os08g33110.MSUR7	8	104	168
LOC_Os08g33120.MSUR7	2601	969	12893
LOC_Os08g33130.MSUR7	0	2	0
LOC_Os08g33140.MSUR7	1015	122	2641
LOC_Os08g33150.MSUR7	126	2	51
LOC_Os08g33154.MSUR7	69	22	213
LOC_Os08g33160.MSUR7	1409	1271	6732
LOC_Os08g33170.MSUR7	0	0	0
LOC_Os08g33190.MSUR7	47	224	1270
LOC_Os08g33200.MSUR7	3162	1622	18931
LOC_Os08g33210.MSUR7	818	96	13102
LOC_Os08g33260.MSUR7	1	0	35
LOC_Os08g33280.MSUR7	0	10	6
LOC_Os08g33290.MSUR7	0	0	8
LOC_Os08g33300.MSUR7	0	54	35
LOC_Os08g33320.MSUR7	2100	1967	10588
LOC_Os08g33330.MSUR7	1322	451	5733
LOC_Os08g33340.MSUR7	2737	1535	20064
LOC_Os08g33350.MSUR7	697	226	2376
LOC_Os08g33370.MSUR7	20342	6733	94409
LOC_Os08g33380.MSUR7	875	252	4181
LOC_Os08g33390.MSUR7	1615	906	11856
LOC_Os08g33400.MSUR7	20	6	387
LOC_Os08g33410.MSUR7	0	0	0
LOC_Os08g33420.MSUR7	4524	1797	11865
LOC_Os08g33430.MSUR7	2	1	344
LOC_Os08g33440.MSUR7	480	464	9648
LOC_Os08g33460.MSUR7	1198	898	19501
LOC_Os08g33470.MSUR7	0	0	0
LOC_Os08g33479.MSUR7	68	262	226
LOC_Os08g33488.MSUR7	29	87	236
LOC_Os08g33520.MSUR7	0	0	0
LOC_Os08g33530.MSUR7	0	0	10
LOC_Os08g33540.MSUR7	17551	120	7699
LOC_Os08g33590.MSUR7	24	162	219
LOC_Os08g33620.MSUR7	8	2	15
LOC_Os08g33630.MSUR7	5949	1647	26180
LOC_Os08g33640.MSUR7	1433	232	4780
LOC_Os08g33650.MSUR7	202	84	1919
LOC_Os08g33660.MSUR7	3	4	290
LOC_Os08g33670.MSUR7	109	292	367
LOC_Os08g33680.MSUR7	7182	651	10278
LOC_Os08g33690.MSUR7	6	5	72
LOC_Os08g33700.MSUR7	36	33	433
LOC_Os08g33710.MSUR7	2255	351	38899
LOC_Os08g33720.MSUR7	11867	1468	33507
LOC_Os08g33740.MSUR7	1194	166	1863
LOC_Os08g33750.MSUR7	931	1272	4464
LOC_Os08g33790.MSUR7	0	0	0
LOC_Os08g33800.MSUR7	0	0	126
LOC_Os08g33810.MSUR7	309	369	1785
LOC_Os08g33820.MSUR7	210570	6690	347094
LOC_Os08g33830.MSUR7	2335	902	9103
LOC_Os08g33840.MSUR7	0	0	0
LOC_Os08g33850.MSUR7	1760	532	9325
LOC_Os08g33860.MSUR7	0	0	9330
LOC_Os08g33880.MSUR7	0	0	4
LOC_Os08g33890.MSUR7	106	0	121
LOC_Os08g33900.MSUR7	353	50	682
LOC_Os08g33910.MSUR7	159	4	93
LOC_Os08g33920.MSUR7	6734	1984	53458
LOC_Os08g33940.MSUR7	56	2	1145
LOC_Os08g33960.MSUR7	0	0	0
LOC_Os08g34000.MSUR7	0	0	31
LOC_Os08g34010.MSUR7	322	26	1398
LOC_Os08g34020.MSUR7	1207	69	3611
LOC_Os08g34030.MSUR7	138	5	275
LOC_Os08g34040.MSUR7	157	21	543
LOC_Os08g34050.MSUR7	152	93	674
LOC_Os08g34060.MSUR7	762	1026	6152
LOC_Os08g34070.MSUR7	1552	805	8756
LOC_Os08g34100.MSUR7	0	0	0
LOC_Os08g34120.MSUR7	251	60	1565
LOC_Os08g34130.MSUR7	74	44	910
LOC_Os08g34140.MSUR7	1533	967	15419
LOC_Os08g34150.MSUR7	763	866	10470
LOC_Os08g34160.MSUR7	30	67	376
LOC_Os08g34170.MSUR7	721	652	17542
LOC_Os08g34180.MSUR7	0	0	1
LOC_Os08g34190.MSUR7	1457	472	8438
