/home/jolyang/dbcenter/OryzaRNAseq/nivara/SRR1171629.sra.uniq.bam	/home/jolyang/dbcenter/OryzaRNAseq/nivara/SRR1171630.sra.uniq.bam	/home/jolyang/dbcenter/OryzaRNAseq/nivara/SRR1171631.sra.uniq.bam
6180	13663	15070
0	0	25
0	0	0
0	0	0
0	0	0
0	0	0
1	0	0
0	0	0
0	4	0
63	0	54
3	0	2
53384	134736	140225
3362	10823	11169
0	0	18
84	402	402
10826	25123	49079
0	0	0
94469	18838	39742
308	430	6
5631	11541	7323
0	2	17
191	1	42657
813	295	132
22	0	6
0	0	1
12016	28432	17989
6	56	110
28	70	904
525	1006	1202
0	0	0
15159	21964	41767
0	2	6
0	7	139
4	7	45
14	20	161
2	0	0
5444	3226	5531
3374	6917	7332
0	0	10
0	0	0
0	0	0
6742	11450	14950
4058	12723	19361
8820	17130	11206
3	1	150
0	0	2
0	0	10
22	23	28
3785	4068	5926
0	0	10
17395	55254	73424
0	0	0
1431	976	2482
2	0	0
3584	1	89
903	15652	108
196	132	104
2184	18325	272
0	0	1
10870	26880	4010
0	1	11
308	32	2172
32	0	2
0	0	0
0	0	0
0	0	0
0	0	0
4	6	4849
0	2	33190
30	117	19
642	1062	2751
6	28	2279
4	2	840
3732	24023	26744
0	4	6
0	2	0
1	0	1
640	284	923
0	0	1
2	1	1
24059	4776	3802
3350	2118	5176
132	5727	1842
0	0	0
3	1	0
45139	12660	17816
19318	34943	131266
80	242	297
719	125	1006
22	8	45
34	111	705
11	172	488
4	4	175
4	4	9
908	1834	525
2	5	0
2	1	0
751	10147	8319
0	2	16
0	0	0
57	1503	1561
0	0	2
8	85	663
0	10	896
0	0	2
22	2838	807
0	0	16
0	0	0
0	0	98
0	0	0
1	0	6
0	2	0
0	0	25
0	2	366
0	0	25
0	2	371
0	0	3
0	0	0
0	0	0
0	2	371
0	0	5
0	0	1
0	0	4
0	0	28
0	0	42
0	0	12
173	362	13810
2	10	6
0	0	62
0	0	0
0	0	22
0	0	25
0	0	0
0	0	37
6296	72	18820
0	2	0
1384	3378	6539
13	4	62
73	53	57
216	322	438
8182	6426	11533
35	26	34
79	51	35
0	0	0
12	13	7
0	8	2
14571	14470	18840
5	4	1210
1759	5967	2757
133	1259	150
0	324	107
10542	477	20081
2	6	498
0	1	2
0	0	0
0	0	0
0	0	206
130	1374	1764
1253	12002	5970
1723	6938	2957
120	26	30
0	0	2
2	0	0
2	1	0
2	0	196
11	15	25
610	1032	1638
5593	7328	9402
0	4	3
3	12	1
2	19	11
226	5947	944
73	398	2403
0	0	0
6079	16176	11948
0	0	0
3	0	11
16366	16639	3216
2	0	0
0	0	0
2	0	2
31623	35058	14134
1515	3344	16378
11	21	16
0	0	1
22	376	1247
0	0	0
3877	9144	8583
5161	15771	13082
1	0	1047
0	0	0
1	0	2
4865	5880	14846
8763	22241	14243
43086	53544	79373
22703	14221	79139
5013	8549	15352
0	0	4
0	0	0
0	1	0
8842	11110	17489
0	1	0
24	2827	495
8	0	4
53905	18	21920
0	0	5
0	0	4
269	718	1282
7302	9289	9795
19558	26466	43627
10668	3759	21326
0	0	788
0	2	5
24160	29490	77208
27285	37388	81812
9066	14366	18573
0	0	0
2	0	1591
0	0	2
0	0	10
0	0	0
1313	2708	5358
0	0	0
0	0	0
0	0	636
0	0	0
308	440	400
435	391	544
11228	8427	34915
0	1	0
26673	4228	16712
4318	11741	15728
890	455	10157
7	0	703
17	14	31
0	0	0
0	0	0
7194	4161	15408
0	0	0
9	1	1733
1947	2966	6745
794	4597	2225
86797	66259	22983
34964	25902	54911
23	144	62
8	31	9
2	1182	34
2	0	0
0	0	5
0	6	9402
1682	2592	7691
2	0	4
4422	3811	4703
14338	10850	9336
0	0	0
7	4	619
13778	20243	26712
1610	1246	2352
6582	13166	12198
17	13	7
32313	17069	41561
1	0	54
5	304	278
268	223	1051
11019	12378	19763
12239	17096	20946
0	0	9
3061	6416	5189
0	4	9
65	2165	0
0	2	0
0	4	2
476	5937	116
1160	1409	485
1202	8047	1718
1865	3730	3879
95	217	13500
138	1184	565
47615	11949	27522
0	15488	20
0	5	2
0	248	1539
0	0	0
1850	1500	5681
0	0	18
176	1581	3584
961	1666	10919
2122	2231	8793
3	2	6107
0	0	0
0	0	0
2	4	0
9001	20011	22226
8257	17633	28013
0	0	3
371	14348	18753
139	141	90
3264	4450	9298
2602	4255	4010
4294	3061	3440
2	0	46
674	825	1451
9714	839	6251
0	0	4
910	2029	3739
636	214	3553
0	0	0
2483	3686	6782
8114	13	2358
527	9107	414
89	2200	250
0	7	78
625	3024	2734
45165	17004	6693
1	2	145
0	2	28770
1303	2279	4133
3608	4281	7145
135	1735	1957
0	1	0
1100	2877	1081
0	0	1273
0	17	5
14	26	248
690	211	1106
24	11	73
8375	8153	26963
1	0	0
2	0	1196
10	6	5113
0	0	0
0	0	2
0	0	0
0	0	0
0	0	0
0	0	149
0	0	0
1	0	0
1	1	9
0	10	251
110	346	656
216	573	1428
1360	433	1966
4	94	176
190	1689	17810
458	719	52
3	54	152
1	26	68
98	788	1109
11740	16795	27029
10931	25252	45258
22	31	2468
3255	2855	5691
4960	12059	20070
7195	9789	17913
6	297	117
4076	5701	8082
4723	9146	7696
2	0	35
67	1936	49496
444	3361	13901
0	0	0
674	1961	1952
1599	3917	12919
32	160	273
34399	47909	88355
1	0	0
319	228	646
730	595	1525
0	0	0
545	1323	952
3627	4083	7758
1	2	2
6	68	219
0	0	1
3	2	618
25518	6439	3692
4819	352	3608
0	5	2
1	0	2
660	597	1248
4181	5723	8861
6	28	356
6	6	381
1343	3228	19432
0	0	0
0	0	0
0	0	0
0	0	0
0	0	131
0	0	0
0	0	0
1	467	60
4228	10226	24201
2539	6822	13365
0	0	0
10	74	51
3	227	244
120	1043	450
0	3	0
15	214	92
156	246	157
510	116	5800
0	14	39
0	20	30
0	36	123
9588	723	5704
6574	10600	26175
0	0	0
66	6	3991
20	3233	20
378	2658	69
6	16	784
8422	1697	10482
14170	8804	20005
16923	16844	37617
3584	3884	5716
532	685	2019
2	0	0
0	0	0
0	0	0
0	0	0
4	0	0
0	0	0
39	290	1333
6733	5482	18810
45	118	58
0	0	0
0	0	0
5286	7816	14247
77	654	1434
1	0	3
0	2	18
2646	13438	128559
150	531	2431
1730	75	857
9126	3458	17254
0	21	8
2	0	0
752	1941	9225
736	1120	1202
1234	1660	3056
0	1	0
5736	2422	11197
67797	10370	53019
21919	9238	17864
2	6	30
0	0	0
0	0	0
622	4542	9100
0	15	1199
8515	10512	20388
5954	3361	13287
4264	5624	5732
250	626	5967
3550	5290	5917
1395	1269	1856
18286	2402	7129
0	0	0
695	34	2074
4618	7610	12059
62	198	2800
0	1	6
550	200	9154
0	0	61
0	0	0
1358	2503	31082
914	6957	9438
3479	3590	8847
12924	16914	30074
9173	10941	16836
1994	2562	3581
4473	5198	11295
4	3	2
9044	28523	22897
3	17	167
0	1	0
2843	4337	3780
1060	2163	2948
9280	3052	7897
14	83	340
308	824	9429
205	163	2205
246	279	514
0	0	0
32	113	5376
0	0	94
0	0	0
0	0	5
0	0	1
3224	4250	6032
10412	4096	12336
18	0	11
1	0	0
10639	13934	33578
269	1011	1118
0	0	0
43	0	75
0	0	0
0	1	0
0	0	0
84	72	31609
4744	3707	6180
0	1	1
323	1840	848
3514	6399	10370
9084	3618	3878
4390	3050	6619
238	400	2642
1297	11821	4605
3059	6285	10785
0	0	2
0	0	9
62	60	13258
2140	11330	15818
10840	48425	55241
45	13403	226
502	142889	1411
5	90219	14966
0	37	2093781
19	117	8
3	0	12
0	0	0
98	2	6463
0	5	75
14325	47387	125458
21	61	257
12111	12728	31227
10580	15709	30927
5152	7251	9709
1744	10458	10986
28128	58	27826
54336	3832	28098
9173	1816	4451
858	7215	9856
193	2389	1565
1	2	2
32337	43313	124431
6588	39072	114468
7667	12880	16210
219	3691	933
5	29	22
0	16	2
9	175	49
1226	915	3237
0	0	0
810	1990	3433
9077	1069	7939
43072	4213	27125
2396	3902	5872
21587	14	9626
0	0	2
2006	5119	11650
4	1403	5949
0	0	7
35476	100127	80155
96	49	25356
4165	1555	1403
1224	10257	3626
10299	18270	30077
38650	5631	14766
22366	4618	8823
566	2279	544
0	1	0
124	784	686
3	233	229
30	52	4521
510	222	2115
10694	8863	15490
4527	16910	9825
537	852	1088
1	0	0
32303	20098	17324
13022	29330	18547
10	11	229
21112	443	30396
3026	4890	7736
15	249	122
1	5	2
35074	64491	112969
393	423	1675
4327	826	2863
3	0	13
27	334	883
17	1	20
5960	2555	32676
17	568	1442
0	0	3
2203	5710	3505
2542	10166	4220
2	23	1
42	12641	344
2655	232	3086
11003	14523	17412
1	1	1
36824	82183	50920
2	2	12
11904	12480	12246
0	0	0
214	228	3598
136	82	4249
74	1190	1473
116	4868	79195
3019	15727	20386
117	0	7
7907	14369	20025
2564	5599	1682
3898	4534	4519
3	1	1
14729	20661	8367
52	116	93
433	149	239
0	0	0
12	2	3073
472	1153	4623
0	3069	161
2	0	5
0	12	2
2	1	0
657	0	4277
1666	3532	6574
21294	12527	17657
2063	7636	5353
2	9	2
2180	18099	4187
8	1172	33522
0	1698	9
4	30	85
26863	55496	56911
2366	331	2999
0	0	0
4	10	27
2	1	0
0	0	0
5075	156	382
7122	469	3057
5051	8188	14624
65121	20863	50371
521	302	564
15	0	12
4533	4107	5963
6906	11422	24511
0	0	0
3	4	4922
0	0	4
8864	7076	15275
13	6	6
0	2	0
933	4558	11242
25471	26400	92798
72	78	989
94	238	1480
0	25	560
3873	3768	19084
4324	793	3183
2	8	0
629	106	1005
19	0	2
2966	5178	3713
0	0	0
3621	4324	9525
0	0	3
2906	3844	6473
720	6003	4515
0	0	0
355	1586	49070
376	2512	30875
0	0	0
1188	388	1253
0	0	0
0	0	61
40	2218	1324
0	0	0
0	0	0
4	2929	76
791	3937	9117
0	2	809
144	50	128
10230	29886	19909
9593	7	653
0	0	1
103	7	769
18596	69270	43438
1435	3110	5227
1497	10216	37253
0	0	0
0	0	0
2	0	2041
16	34	1013
0	0	1
1117	744	4140
2508	2026	52072
14137	13880	11402
402	10654	2493
0	1	0
0	0	0
95	4	41
103	0	59
68	278	6265
15	32	35
70	2325	769
0	102	8
4	5	3756
6	0	176
8359	1919	2533
250	779	118
314	1454	243
6570	8118	4042
31	51	24
1	2	0
6125	60959	38218
9752	3334	8859
8	194	9087
0	0	0
290	2524	9799
0	0	0
2258	2175	6399
16600	14070	27815
22145	9821	27389
0	0	0
0	0	0
1523	544	13404
708	2056	4471
278	250	3495
0	0	0
4	2	18
0	10	31
2480	13114	8892
41	4	216021
1	0	2
17034	26428	53047
1832	2391	5328
1921	2580	5836
40084	53478	63961
8	1	830
4	2	170
0	0	0
2	2	2
0	2	0
0	0	0
0	13	6
1	0	4
0	0	0
0	0	0
1	0	0
1	4	0
0	0	0
26	792	81
0	0	0
0	0	2
5	2	18
311	537	1624
1933	1787	4357
1699	6430	13536
192	18	1585
4	0	19
6	32	6710
13705	21334	26208
114	153	2943
7	25	21
6315	12835	23019
10297	27709	28789
57	554	199
1543	2077	7338
1856	6144	10990
750	2980	5263
1298	7671	7640
3600	8143	7777
0	0	0
2	8	14
1	0	9
24	144	2943
5448	13271	6817
67	353	6683
24750	54267	90753
0	2	0
3581	9416	1220
2770	14205	11987
213	985	187
0	3	48
169	600	425
10285	16667	4050
11	0	21
25	60	181
6	0	3694
5462	36016	44739
1792	7600	3173
120	377	144
0	0	0
153	1230	2346
39	0	111
0	4	8
2	198	972
2	0	2
0	2	1
0	0	2
0	1	0
2	0	696
0	0	2
99	4	36
19	16	60
48	414	214
0	0	0
0	0	33
10435	17191	11786
6206	15965	3054
6361	51442	23634
2879	7880	7259
70	1822	3772
1179	6594	2934
439	5968	24
6147	6674	23343
3	13	393
0	34	101
2098	868	688
3	8	2
2	3	7
126220	84058	176623
415	729	1441
1083	1060	5740
0	0	3
5360	12152	17119
1870	4660	4444
1103	2615	8885
3	4	4
6352	9749	18007
1370	1161	10286
659	3238	4325
628	3037	6898
0	0	1
0	0	16
9926	9292	10969
0	0	0
7147	17635	10143
0	0	3
0	0	0
0	0	455
0	0	52
0	0	4
0	0	0
1	2	105
9	18	42
269	2	2257
35615	45001	41264
7297	6749	5911
11	62	2
14	148	22
1923	876	20286
0	0	0
0	39	138
0	0	0
28	46	374
3	0	0
3849	5183	5431
214	44662	30368
0	1	0
0	0	8
344	1861	12450
5057	12505	15929
1216	1998	3185
1574	985	11325
3693	7788	15441
7	33	110
4412	2183	16877
1862	26961	8211
30	6291	15183
38	337	590
0	0	0
4	8	123
0	0	2
2	68	51
3	0	2
26293	52519	5073
0	0	0
0	0	0
0	0	14
278	7344	18929
376	4896	350
10088	17816	8656
11817	21144	29532
8876	10826	19805
3723	2180	12159
5708	8493	16907
94	739	1172
437	1762	2804
56	631	23458
54	28	23834
893	4375	12626
3036	44932	2892
13689	8414	5379
8	31	37
1086	326	2935
3	1	40
4	16	18
5	1	105
5557	7211	8472
518	691	331
2165	2506	2852
7841	14142	31048
0	0	0
2	2	22
21014	26062	40790
0	0	38
0	0	666
0	0	4
483	4130	1140
179	2900	5234
18	359	1267
93	94	465
11	54	3807
2	6	4
93948	139929	263204
7987	5415	16503
23498	148302	97148
137	36	674
6760	89	3607
295	1040	3391
3630	4671	7964
0	0	0
7927	12972	20667
22	3	96
13432	32923	68334
30102	34351	77699
0	5	1
882	181	11627
0	0	2
1958	2	8986
0	463	842
0	7	9
8804	10813	10641
808	1511	13721
8179	6497	9866
120	511	765
5	11	2
0	0	3
2	848	22264
0	0	70
60	0	2821
1803	6207	5610
12832	23909	36326
2224	6247	3250
5951	18562	20053
0	0	0
65	626	289
198	886	205
4	125	18
3293	4	1532
1	6	0
178	1376	742
1383	3100	20529
0	6	2678
338	339	8931
31	15	795
20	631	125
114	540	14271
1367	5524	16771
6062	7639	7184
7043	5117	7132
280	1543	27080
1343	3974	4610
0	0	3
9325	22248	39387
3	6	132
330	208	4601
18	50	2904
0	2	500
0	2	24
0	75	37
0	2	19
0	4	12
0	0	131
2	0	142
14701	1331	6087
2923	4224	2008
487	98	420
488	4809	5201
1	4	1
0	1643	25
4	11028	549
443	7719	3709
10	10	111
1116	1125	2115
5200	13550	13922
2085	3675	10051
10	5	345
4480	3811	3626
227	0	22
431	247	676
322	10	81
3	3340	136
1029	4052	5030
2870	6971	5935
261	26667	119
885	12649	15279
2	4930	152
8	77	72
41	33	1540
6954	13125	13674
0	0	0
5806	10231	17948
0	0	0
1275	3000	11316
4504	3737	4092
5184	1099	2535
0	7	6
1	5	6
2862	3232	33
2616	7591	4564
0	26	34
16164	31318	68124
14643	25856	77480
2127	101	2023
2	0	232
18	98	1158
46	444	3870
45	54	4
1	2	635
0	6	634
0	0	0
0	0	2
0	0	2
1238	899	3347
0	0	19
0	0	170
22933	55222	72974
0	1	8
65	333	624
28	8	31369
267	198	1072
15216	8577	117391
171	296	2853
9	0	31
4093	9012	18576
6	68	4997
0	4	0
24	42	20
1	245	2
6	1	13
0	0	0
48	464	701
4	2923	57
590	500	390
12450	70	9885
8405	39	7794
595	88	10923
2	0	4
22	56	13871
4	27	24
1	1	5
9753	1726	7039
28862	39835	48586
20682	23459	39093
244	181	786
3879	7400	9358
11551	17933	59079
4	0	9754
1495	1022	3900
95	1404	2338
0	0	0
0	0	0
0	0	6
0	0	0
229	2944	26264
12	781	46
4493	2272	7897
10564	25071	84795
2	0	10
0	1	2
0	0	2
1	0	8
0	0	15
0	0	2
0	0	0
233	417	1166
2	0	4
2	0	5
0	0	2
3	2	16
0	0	18
60	8	224
86	762	6774
4	0	1590
0	0	0
5	2	2
1002	2670	437
0	4	26
522	2477	904
0	2	18
0	1	81977
1888	22185	4153
5098	16311	20181
43	96	2015
0	2	6
570	1151	2089
21483	24019	62418
0	0	3
2	0	3
0	0	3279
0	1	0
1151	8534	2440
1362	2310	4012
3524	1968	6297
800	1820	2416
1350	1279	2140
4948	267	682
95	92	74
1924	4520	6269
1341	1795	4968
4208	5276	2895
1834	3664	13255
5686	36	18670
7	12	57
67268	371614	149584
1962	5235	7064
181	422	1437
168	3180	1673
3459	5122	11162
30195	30553	60354
8356	14643	11468
7885	6056	17329
581	662	8520
304	1308	3964
3	2	10
11052	22344	24835
6427	11065	14157
34447	1395	32059
323	533	2211
36433	66655	185861
6097	12661	6897
6	14	7337
10178	21870	13799
4	4	618
85	2	17615
64	4	616
875	2187	1373
2	14	0
515	1331	829
251	310	669
39	114	84
212	112	1104
0	17	160
0	575	124
26	72	51
6532	26899	102723
25523	88285	27288
35535	170098	33159
0	4	3
13480	31405	96770
115	121	571
721	1990	3229
22833	44458	68780
13306	17642	40615
3427	5493	6678
2124	7119	5382
56939	41409	48676
0	0	0
2871	1240	1017
904	1139	1583
6082	4079	10884
2715	5153	3436
987	57	171
237914	3334	267888
1	0	0
40	588	139
216	5260	4920
0	35	0
0	0	1
189	181	4222
290	28	2290
13089	4882	13730
264	810	1052
3873	5899	9515
3651	787	2139
4255	4860	6212
268	64	629
0	0	24
0	78	8
35	280	331
67	289	677
68445	51293	79051
877	3630	8236
3	244	80
24566	59647	78139
154	32	4139
0	0	6
0	105	29390
0	0	21
0	58	68473
3570	3728	24568
6285	8772	30833
566	1355	3996
42	1474	2226
0	409	22
4	1317	327
7	1494	542
689	202	2194
1148	1900	6411
2346	475	1057
74	348	622
59	424	2226
4	34	41379
0	135	11
130	2813	86
160	1389	29052
602	3490	1157
141	290	5780
74	737	1424
594	2225	4299
0	0	43
1568	42	5280
0	0	0
32	142	1348
12118	962	3399
2	12	679
1556	2523	3243
3351	8489	47814
3	27	679
24639	15472	31714
5	7	1261
0	0	0
0	0	0
0	0	0
0	0	0
12362	30731	73541
0	2	14
0	0	1
22	18	90
4	18	118
12182	834	5399
0	0	12
0	3	23
0	27	3
0	2	0
0	97	73
0	2	8
780	733	1197
3	104	1524
42171	14663	3993
0	0	0
0	2	18
3352	14518	20342
3711	2401	3417
39469	64119	115725
11585	24422	26951
30	17	26
9996	21845	2949
27220	91	16375
27	104	147
16849	48287	93956
3373	7035	10055
4003	6849	11098
2243	3156	2551
2175	5612	7961
864	775	11788
3535	1230	1390
550	661	1458
7700	8675	10769
2508	3402	8462
1	2	1
10500	17796	21616
445	895	4139
7131	11852	17377
15	18	100
9921	18000	17569
10909	19774	31442
87	784	7942
3115	702	1658
8	503	455
0	0	2
0	0	0
4	120	858
30268	1627	2490
2	59	644
386	1406	5414
5297	3757	6339
22	295	8443
0	0	1
0	0	0
1173	112	1796
1441	6345	8346
2312	4851	4431
3821	7257	8132
2497	2747	13188
9	10	32
1171	3813	26720
1485	7246	33527
10187	6790	12786
11490	34977	75126
34	156	3203
12	2	3858
7	3	241
0	4	1
6	2508	6
0	10	4
2849	24	1879
465	2398	5469
0	3840	346
2	111194	19
3638	11514	10736
1	16	55
541	1334	7604
10654	2302	5843
63	88	129
26842	77303	74142
457	1472	983
46	719	10521
5843	8917	10886
7	32	28
5530	8977	9334
3	0	3
14	9	6259
10490	25361	56149
0	7	7
0	14	23
5143	6385	12003
367	5651	8454
25	43	27
25	140	1132
4	0	2611
5455	2169	20274
110	485	1869
359	1595	1879
3649	3977	16332
1841	1200	2143
14295	35654	45262
2479	4675	7011
6307	1166	3977
1306	1390	12565
3203	3517	6112
12136	18966	27489
5	1	0
1952	2728	5224
4964	5699	8153
129	281	5721
2	6	206
7285	24	459
11	0	0
7	0	0
1	0	1
32	2	1105
1242	735	13010
7694	1666	1797
2772	2664	2086
3400	6105	5795
13	232	469
270	206	3534
59	55	2375
0	0	1
29	205	172
0	0	0
0	0	0
0	0	0
11390	26470	67384
10353	35367	59136
12	37	289
11	74	147
520	1709	1643
345	2341	10121
16	59	32
2131	2131	2625
2883	9112	7215
659	10675	1264
2383	19715	12135
4	122	7
0	0	3
21	2	32
100	6	625
1	10	2
0	19	2
0	0	0
0	6	0
558	17641	27638
16703	2738	11878
1859	4065	3349
252	1832	14999
343	376	1432
883	3424	38
4864	866	5280
914	1783	43
1364	897	40
52	101	45
1	0	0
0	0	0
31	139	520
8	53	222
1	2	57
372	74	520
1380	4040	19772
2963	10145	9147
4	172	16
9	0	42
46	1	35
5113	9991	19505
11425	17810	18045
9	6	2
4204	8030	10620
4906	6689	12827
1567	10789	9715
0	1	0
16	683	3678
10328	2167	3701
12	2	7886
0	0	13
0	0	0
30569	14768	16405
2356	3760	168
12648	16420	36785
23	178	2777
13620	94	2301
1107	452	5282
0	0	68
6	0	4
0	2	8
2684	4022	14368
1	0	1
3	2	31
0	0	55
0	0	21
0	0	0
5	16	38
8	2	35
37	24	823
1044	3170	10389
30	305	618
36970	67020	104088
118	54	37
56	1949	6
99	7	26
7294	2437	8106
2322	6377	12365
13247	23631	26480
195	942	18062
6362	8802	6124
1993	1705	4542
3908	539	4302
0	0	0
3778	602	1085
67	11	111
8884	5423	7683
3711	12041	5532
1055	1511	3452
26	258	1525
4	33	624
822	1502	1387
223	4655	2332
4420	7246	10647
2999	6733	9182
971	1711	6923
7257	410	4777
444	3088	22635
63	182	106
19116	20152	45646
17	0	2
91	356	217
1255	1222	2178
2205	2176	737
1402	4768	543
2025	4104	9703
18443	7713	16525
60	85	3
3	2	9
0	0	0
57	255	407
59	49	170
3913	4113	4917
0	3	10
0	0	17
10	18	490
0	0	61
3	2	2
4827	18688	18522
3631	5214	5638
24360	41760	62616
29426	65266	70364
1831	21331	4405
19813	8924	15434
4219	23061	7580
3732	8399	12769
2915	11095	16177
2847	6493	11285
48	307	358
41	60	75
1092	1328	2456
6461	8321	13022
11803	4435	16014
554	110	1746
7179	5515	11672
14	138	41
84	445	1707
4	0	22
1147	903	1502
872	776	931
27145	70625	87299
4	43	179
10684	29094	62892
31350	15774	27854
4125	4	11534
938	525	3933
6581	29679	11780
468	2607	2003
53	2400	16487
1914	13157	24678
0	7	352361
0	0	1
123	383	9393
11092	22403	38216
3155	7881	10219
1976	19775	14929
0	0	0
0	0	6
12	463	5957
30984	14144	53858
554	949	1942
0	0	0
0	0	0
2	13	167
1183	807	7839
27577	55240	58092
1	5	4192
97	156	222
610	401	276
2698	3907	4734
104	0	0
1095	1433	3416
0	1	1
921	13	163
1913	866	27
12600	17883	57738
33	24	29
3	1	0
236	720	642
0	0	0
0	0	0
0	4	0
0	1	0
0	0	0
1	2	1
0	0	20
5507	10379	11818
7193	16807	30800
2	0	12
296	1268	608
23	42	31
69	768	512
31	68	79
2681	6123	8591
167357	1641	66081
149294	1472	57412
22879	28411	35462
161628	12064	20005
6	0	100
0	0	1
0	1	13
3185	3703	3199
1905	12070	34107
1472	3841	536
792	9588	592
11776	30861	18048
22	157	116
296	529	991
18	36782	8621
137	481	592
144	597	17
255	3710	484
2060	6268	3578
19	927	1913
143	258	837
2	15	641
683	1069	3443
550	148	1300
11820	7260	27621
34	6	225
3899	912	5738
639	2769	450
5246	10873	35591
82	27	652
7915	18963	19926
0	177	210
359	120	1135
26	213	614
19471	51180	220184
0	79	12
413	7553	1450
5488	21203	25919
1803	1709	4332
728	7400	4070
2233	1781	6614
1600	2216	2747
5212	10296	9294
3	4	663
0	0	0
39	20	601
22964	116	8356
104	4	109
0	0	0
8800	1865	3939
2117	9495	12226
13231	22360	53606
3266	12477	14246
11905	26656	51936
0	0	0
540	3883	2066
31	310	37011
1264	3314	8737
3749	7832	14675
6	12	5241
12940	17737	35753
35495	29811	92084
68	2181	2353
4332	8462	11775
0	0	0
7181	7326	2653
2134	4434	13345
6138	12338	22888
11733	144751	9801
1	2	8
2341	10812	21340
362	838	1144
3788	17591	17944
0	0	5
0	0	1
19592	15855	38663
12	10	2
2	6	0
33	87	30
13255	10589	21242
12482	21051	23592
6419	7509	15742
0	0	0
0	0	1177
0	3278	0
45	145	1392
10814	17926	22226
1866	8958	11045
93	276	891
11346	26524	43260
75110	93	125932
256	258	939
404	3667	1119
4548	37965	4159
722	1663	1125
3801	2877	233
10279	6833	18415
4	100	1654
0	0	0
0	1905	0
4	6201	6
7261	16187	33792
11721	5498	7440
0	0	0
69	21	55
13	21	13
42618	129912	65276
2442	2249	12307
18587	25615	45311
0	0	34
8	92	22817
31	119	33730
5326	14105	18488
105	731	202
7963	5754	9674
227	914	996
2	361	1693
564	1395	261657
12758	6450	11550
2417	4730	3197
1105	1543	3656
37252	39008	74240
5717	6032	11005
3896	6206	36114
0	2	32
32	107	41
1	158	4
9474	24385	18602
28666	48192	74245
34	614	1573
2108	5330	13612
4923	6849	18803
614	11215	2491
56	2325	401
381	2355	315
422	5	906
1655	588	2109
12579	13842	33094
15114	13149	46335
4642	6937	13651
36	195	382
2032	2319	25337
9825	19161	26783
22815	162609	242011
4	165	913
2607	802	5483
13397	26190	23277
3865	141	9570
2615	2591	5576
1317	2762	695
3710	3560	4182
0	4	56
4323	29906	13192
51932	3810	22118
1	1	154
2975	2	4776
1	0	62
2	0	107
1674	708	4689
0	0	0
16120	798	9292
31635	2929	18339
297	499	580
2256	1162	4627
2925	6035	6071
2267	517	11248
4	0	198
0	1	501
0	0	60
62	728	2972
34	52	2621
0	0	0
0	2	2
0	6	16
0	21	192
0	0	7
18	0	1345
13304	6675	10583
32855	2528	16933
740	1469	302
101	20	146
31	33	112
13819	1112	9293
0	0	175
48	338	1642
3909	6308	10666
0	0	6
11	0	139
889	0	524
12	4	728
114	176	231
1650	4492	4605
6385	8975	5664
9800	18175	7523
459	2204	4209
0	4	2
57507	36423	67668
82	1164	432
90	806	1786
0	0	29950
178	527	49379
5118	6323	16945
55931	33856	127879
84567	66039	168087
279	1612	5149
13368	1679	3053
1279	179	895
0	0	1902
1698	1457	10475
4	7	9
2	53	4
55923	5332	22339
879	876	1178
901	1123	3713
0	0	5
0	0	96
0	0	0
112	636	4988
714	8421	1309
5419	17651	2459
38	20	5504
258	415	15048
0	2	20
4	2	3250
93	698	335
10	526	585
32	128	2991
57	1012	116
3371	20817	6218
788	2122	4589
8	2	283
9441	14949	15580
4348	602	1120
17	3	28
310	1117	2570
4	28	584
0	1	4
17755	7773	36988
1526	1923	6555
15	14	52
179	303	470
58	47	62
27	28	29
10055	11	806
95	2	70
1189	1576	3848
11171	9442	22150
896	1316	84380
0	0	42
0	0	2
23	2992	3835
488	686	910
159	250	462
57	91	179
472	1475	360
10955	18385	29135
778	5371	937
1427	119	259
5706	7580	53337
106547	3381	24038
13589	2663	48269
385	154	232
104	670	98
2	2	3
3791	2549	9235
202	502	47
29	129	145
522	1966	2567
4506	6288	7854
0	0	0
0	95	221
36	201	503
83	28	247
3423	26449	13671
1258	1087	3508
103	1060	24
1442	28038	41844
0	0	0
4	28	8
1	0	42
0	0	20
283	1170	11679
6638	14776	20236
391	680	1089
4	75	295
62500	20368	47342
82945	35920	53421
2165	68	84
15554	13687	79610
259	0	71
74	610	12973
40	806	2541
25212	154	1900
24	0	1076
1955	426	1941
27	6	2459
5129	11543	20322
8398	1005	4105
284	892	6611
2762	3709	5698
2	2	470
136	396	613
1213	72	143
559	1117	1823
227	1158	1212
2974	1822	4785
4	0	1546
6	0	38204
0	0	4
1961	2496	1830
250	214	427
1505	1603	2529
10538	35730	32232
24718	19490	19213
72	2285	2555
12008	42842	75377
411	12	2040
0	0	0
91	2	1814
168	6	24780
1515	18	186
0	0	0
11	2	5
0	0	60
0	0	7
2539	5767	3297
34	2199	3032
10	3	640
35236	220720	51568
1	6	2
496	3103	296
73829	9817	21394
550	18082	5157
11429	24091	29731
8050	13988	14456
13118	26356	54046
12168	6445	10906
401	1909	1550
20668	34844	73720
1908	6396	17689
7785	5113	8675
15232	23195	30224
108	3884	4277
14383	32690	31715
602	42	193
2945	14	7138
11331	8019	10033
7502	11977	18609
6708	41106	22875
10469	45037	47700
46187	11373	32023
28149	5831	27535
22182	37759	19824
